series,model,horizon_step,n,mae_kw,mean_abs_actual_kw,daylight_n,daylight_mae_kw,rmse_kw,nmae,all_day_mae_kw,nmae_defined
Load,B0,73,334,2012.41287964,5465.79350838,0,,2130.26052412,0.368183114959,,True
Load,B0,74,334,2034.33634132,5487.71697006,0,,2157.37467117,0.370707227143,,True
Load,B0,75,334,2005.27700599,5458.65763473,0,,2130.64367315,0.367357167306,,True
Load,B0,76,334,1982.79399731,5436.17462605,0,,2095.90475319,0.36474067404,,True
Load,B0,77,334,2088.61857305,5541.9992018,0,,2213.35218113,0.376870962446,,True
Load,B0,78,334,2250.10592814,5703.48655689,0,,2405.68783038,0.394514110922,,True
Load,B0,79,334,2264.79303563,5718.17366437,0,,2422.26356419,0.396069299144,,True
Load,B0,80,334,2241.43273623,5694.81336497,0,,2389.3603608,0.393591956852,,True
Load,B0,81,334,2247.1704491,5700.55107784,0,,2392.21581058,0.394202318059,,True
Load,B0,82,334,2240.08091347,5693.46154222,0,,2387.39300246,0.393447974815,,True
Load,B0,83,334,2228.30663772,5681.68726647,0,,2377.2479328,0.392191004752,,True
Load,B0,84,334,2222.92188623,5676.30251497,0,,2369.6032265,0.391614414553,,True
Load,B0,85,334,2222.25778263,5675.63841138,0,,2367.46045521,0.391543227662,,True
Load,B0,86,334,2217.76837545,5671.14900419,0,,2363.33236286,0.391061559802,,True
Load,B0,87,334,2208.51706587,5661.89769461,0,,2354.25368435,0.390066579262,,True
Load,B0,88,334,2203.7804997,5657.16112844,0,,2345.69020339,0.38955590086,,True
Load,B0,89,334,2215.64744461,5669.02807335,0,,2355.45837009,0.390833740095,,True
Load,B0,90,334,2229.35973054,5682.74035928,0,,2370.35531128,0.392303640425,,True
Load,B0,91,334,2216.8971494,5670.27777814,0,,2357.87888314,0.390967997714,,True
Load,B0,92,334,2205.70267275,5659.0833015,0,,2348.08603887,0.389763245254,,True
Load,B0,93,334,2208.18170659,5661.56233533,0,,2353.75000733,0.390030450218,,True
Load,B0,94,334,2211.68026257,5665.06089132,0,,2354.97387957,0.390407147426,,True
Load,B0,95,334,2219.66014341,5673.04077216,0,,2360.79923904,0.391264620256,,True
Load,B0,96,334,2229.31784431,5682.69847305,0,,2370.80459408,0.392299161196,,True
Load,B0,97,334,2229.7613497,5683.14197844,0,,2372.44399672,0.39234658542,,True
Load,B0,98,334,2221.09182934,5674.47245808,0,,2367.71846559,0.391418205965,,True
Load,B0,99,334,2226.44317365,5679.8238024,0,,2369.84308919,0.391991591837,,True
Load,B0,100,334,2252.43996138,5705.82059012,0,,2380.64296651,0.394761792069,,True
Load,B0,101,334,2168.74543084,5622.12605958,0,,2346.88256339,0.385751832644,,True
Load,B0,102,334,2036.1994012,5485.68583832,0,,2319.44570289,0.371184107368,,True
Load,B0,103,334,2041.36896168,5488.35072156,0,,2335.64769181,0.371945793052,,True
Load,B0,104,334,2035.85797305,5486.24672754,0,,2309.09672525,0.371083925707,,True
Load,B0,105,334,2065.39781437,5513.75520958,0,,2346.82856657,0.374590045416,,True
Load,B0,106,334,2195.56642425,5645.6185512,0,,2502.43112731,0.388897408555,,True
Load,B0,107,334,1665.79513623,5116.07608234,0,,1878.08774665,0.325600149298,,True
Load,B0,108,334,783.518323353,4232.75482036,0,,857.453006274,0.18510836479,,True
Load,B0,109,334,697.101956587,4149.09456138,0,,761.046648213,0.168013031825,,True
Load,B0,110,334,832.238638024,4284.4414488,0,,912.274109018,0.194246705894,,True
Load,B0,111,334,805.048383234,4255.23452096,0,,885.650411234,0.189190132593,,True
Load,B0,112,334,814.045816467,4263.40367575,0,,896.752380223,0.190938010655,,True
Load,B0,113,334,826.772317665,4276.98008114,0,,907.034302082,0.193307497809,,True
Load,B0,114,334,818.326137725,4270.07784431,0,,894.660822623,0.191641971777,,True
Load,B0,115,334,824.220927246,4276.60332725,0,,906.887851373,0.192727934806,,True
Load,B0,116,334,830.812947605,4283.96602006,0,,914.065413007,0.193935466275,,True
Load,B0,117,334,834.896556886,4287.76365269,0,,910.142462004,0.194716086173,,True
Load,B0,118,334,846.540986527,4297.98353323,0,,918.816564259,0.196962361531,,True
Load,B0,119,334,850.339755988,4300.81673743,0,,926.958455016,0.197715877682,,True
Load,B0,120,334,850.132754491,4300.03979042,0,,929.682960685,0.197703462276,,True
Load,B0,121,334,860.700626347,4313.7325988,0,,935.93937339,0.19952572549,,True
Load,B0,122,334,870.205232934,4323.13168922,0,,939.601088102,0.201290475399,,True
Load,B0,123,334,869.067305389,4322.44793413,0,,941.070199938,0.201059056959,,True
Load,B0,124,334,871.737937425,4323.86058353,0,,942.47174076,0.201611018807,,True
Load,B0,125,334,870.895268563,4322.44967335,0,,944.40186266,0.201481875875,,True
Load,B0,126,334,874.50497006,4327.25625749,0,,952.880107197,0.20209225385,,True
Load,B0,127,334,895.324698802,4348.23560958,0,,969.29900892,0.205905286464,,True
Load,B0,128,334,878.009534132,4331.39016287,0,,949.226578711,0.202708484139,,True
Load,B0,129,334,896.931556886,4350.31218563,0,,966.293317005,0.206176365882,,True
Load,B0,130,334,1000.15367964,4452.8799988,0,,1068.4831982,0.22460827148,,True
Load,B0,131,334,603.25975479,4052.24812126,0,,662.186993637,0.148870389161,,True
Load,B0,132,334,175.972035928,3385.39967066,0,,215.081299469,0.0519796931078,,True
Load,B0,133,334,200.603314371,3332.89587545,0,,240.646380158,0.0601888933432,,True
Load,B0,134,334,168.208479341,3435.82172725,0,,210.10441889,0.0489572779657,,True
Load,B0,135,334,180.017065868,3403.03577844,0,,219.792105159,0.0528989636279,,True
Load,B0,136,334,168.889558084,3406.86518383,0,,208.175943027,0.0495733024263,,True
Load,B0,137,334,164.78370479,3422.00430778,0,,207.99091999,0.0481541488465,,True
Load,B0,138,334,172.48497006,3420.87434132,0,,217.401024181,0.0504213112936,,True
Load,B0,139,334,155.173519162,3423.52977126,0,,193.459074105,0.0453255936211,,True
Load,B0,140,334,150.392765269,3429.54660299,0,,187.857363108,0.0438520838697,,True
Load,B0,141,334,155.099341317,3435.0258982,0,,194.435112633,0.0451523062456,,True
Load,B0,142,334,151.982957485,3439.78204132,0,,192.57518943,0.0441838917872,,True
Load,B0,143,334,199.050715868,3449.06375958,0,,256.698713113,0.0577115210803,,True
Load,B0,144,334,395.316886228,3457.61482036,0,,561.042202963,0.11433225121,,True
Load,B1,1,334,406.101570359,3449.16017665,0,,587.989025701,0.117739261026,,True
Load,B1,2,334,364.665763772,3444.09948533,0,,529.330312848,0.105881309563,,True
Load,B1,3,334,380.658652695,3447.99326347,0,,544.09888164,0.110400056963,,True
Load,B1,4,334,367.229394311,3459.90922066,0,,540.021621137,0.106138447829,,True
Load,B1,5,334,375.692537425,3463.78178772,0,,548.052088451,0.108463107796,,True
Load,B1,6,334,398.769700599,3458.99179641,0,,561.088209451,0.115284951243,,True
Load,B1,7,334,391.67485988,3459.08269401,0,,553.696524691,0.113230846015,,True
Load,B1,8,334,374.938802695,3458.26008772,0,,537.20902851,0.108418335574,,True
Load,B1,9,334,372.986886228,3460.12413174,0,,532.021340853,0.107795810794,,True
Load,B1,10,334,360.026757186,3475.34069281,0,,531.322056659,0.103594665677,,True
Load,B1,11,334,373.963938922,3485.9928991,0,,543.975932267,0.107276161985,,True
Load,B1,12,334,384.32502994,3487.61311377,0,,548.529342143,0.11019715129,,True
Load,B1,13,334,381.795249401,3492.63351018,0,,541.918874142,0.109314432301,,True
Load,B1,14,334,370.227219461,3498.20960569,0,,538.243476922,0.105833343679,,True
Load,B1,15,334,372.029161677,3500.60299401,0,,545.230700045,0.106275736584,,True
Load,B1,16,334,380.251513174,3499.66061317,0,,550.02963202,0.108653825386,,True
Load,B1,17,334,376.658684731,3497.06081257,0,,546.198755379,0.107707216122,,True
Load,B1,18,334,381.539550898,3497.25799401,0,,544.910642234,0.10909676997,,True
Load,B1,19,334,370.900554192,3504.38746198,0,,534.534656891,0.105838911426,,True
Load,B1,20,334,369.173755988,3512.12491228,0,,532.398395228,0.105114073448,,True
Load,B1,21,334,378.298652695,3516.69251497,0,,544.528282137,0.107572285915,,True
Load,B1,22,334,394.203160778,3519.74112994,0,,562.791329233,0.111997770923,,True
Load,B1,23,334,374.62735,3523.71643563,0,,547.265638067,0.106315975432,,True
Load,B1,24,334,375.114371257,3527.31517964,0,,533.72910173,0.106345577912,,True
Load,B1,25,334,375.725426048,3526.90938054,0,,536.586243052,0.106531068851,,True
Load,B1,26,334,386.276138024,3525.31190569,0,,545.767132909,0.109572187755,,True
Load,B1,27,334,385.851676647,3531.02047904,0,,543.771339047,0.109274833986,,True
Load,B1,28,334,360.475388922,3548.67437006,0,,529.718292381,0.101580294874,,True
Load,B1,29,334,359.847503293,3552.5327482,0,,529.382199147,0.101293226213,,True
Load,B1,30,334,378.783233533,3536.09215569,0,,545.732089868,0.107119163431,,True
Load,B1,31,334,375.890226347,3523.64814042,0,,557.641273354,0.106676436286,,True
Load,B1,32,334,369.893523653,3550.15700988,0,,553.76556408,0.104190750613,,True
Load,B1,33,334,355.929011976,3538.5447006,0,,516.478335073,0.100586269806,,True
Load,B1,34,334,319.988097605,3445.69849431,0,,458.241715507,0.0928659597272,,True
Load,B1,35,334,470.098649401,3784.61948114,0,,713.048409959,0.124212923319,,True
Load,B1,36,334,708.856976048,4359.2808982,0,,1135.9033806,0.162608694553,,True
Load,B1,37,334,709.964942814,4413.70009461,0,,1184.48262731,0.16085482194,,True
Load,B1,38,334,675.233765269,4330.21665329,0,,1111.75652375,0.15593533057,,True
Load,B1,39,334,700.704520958,4350.3798503,0,,1125.26069087,0.161067434355,,True
Load,B1,40,334,707.673797605,4339.86303683,0,,1152.09166849,0.163063624727,,True
Load,B1,41,334,657.184054192,4391.86301856,0,,1053.91427587,0.149636737625,,True
Load,B1,42,334,562.173502994,4484.03997006,0,,880.793653443,0.125372098988,,True
Load,B1,43,334,540.865607186,4481.80608892,0,,845.08498785,0.120680278543,,True
Load,B1,44,334,564.957522455,4499.83665749,0,,888.151528019,0.125550673382,,True
Load,B1,45,334,573.466976048,4477.67688623,0,,875.736482259,0.128072433679,,True
Load,B1,46,334,507.88637994,4341.91077994,0,,781.837207466,0.11697301158,,True
Load,B1,47,334,715.304199102,4868.00004731,0,,1171.15322801,0.146940055906,,True
Load,B1,48,334,1073.33443114,5752.92802395,0,,1824.58386204,0.186571851181,,True
Load,B1,49,334,1106.00138862,5840.44940359,0,,1895.59705546,0.189369226954,,True
Load,B1,50,334,1058.1759021,5706.23317006,0,,1794.81775416,0.185442107001,,True
Load,B1,51,334,1084.55511976,5725.10296407,0,,1825.92345116,0.189438535266,,True
Load,B1,52,334,1083.34440958,5706.07145868,0,,1851.52157527,0.189858191827,,True
Load,B1,53,334,997.774752695,5776.49677365,0,,1693.85232977,0.172730080495,,True
Load,B1,54,334,875.597844311,5910.29655689,0,,1460.08038539,0.148147869719,,True
Load,B1,55,334,858.379776048,5914.6803988,0,,1433.01178619,0.145126992191,,True
Load,B1,56,334,875.997410778,5885.68713772,0,,1460.07104145,0.148835198046,,True
Load,B1,57,334,880.812335329,5882.02272455,0,,1445.48911345,0.149746503299,,True
Load,B1,58,334,862.250730838,5865.2674988,0,,1440.60434298,0.147009617381,,True
Load,B1,59,334,864.10426018,5855.90453234,0,,1448.19662152,0.147561193221,,True
Load,B1,60,334,875.683982036,5860.5361976,0,,1455.97674596,0.149420454462,,True
Load,B1,61,334,863.055016467,5859.71051437,0,,1458.95495841,0.147286289033,,True
Load,B1,62,334,864.827987126,5849.30602695,0,,1450.02708317,0.147851383248,,True
Load,B1,63,334,866.579760479,5833.71685629,0,,1436.64459482,0.148546763895,,True
Load,B1,64,334,857.751742814,5820.12397605,0,,1435.86027547,0.147376885156,,True
Load,B1,65,334,866.564809281,5809.55006168,0,,1453.89416221,0.149162121004,,True
Load,B1,66,334,885.612634731,5804.0348503,0,,1467.2234308,0.15258568523,,True
Load,B1,67,334,865.956941317,5803.18532635,0,,1450.3316464,0.149220969626,,True
Load,B1,68,334,872.917031737,5788.4230976,0,,1444.63084826,0.150803943841,,True
Load,B1,69,334,894.120299401,5781.26565868,0,,1463.98002211,0.154658227487,,True
Load,B1,70,334,884.423070958,5799.50646347,0,,1476.8369716,0.152499712955,,True
Load,B1,71,334,834.093293713,5679.44560689,0,,1392.45178704,0.146861745221,,True
Load,B1,72,334,774.94511976,5486.47979042,0,,1260.7625753,0.141246327219,,True
Load,B1,73,334,750.848008683,5465.79350838,0,,1230.20008921,0.137372187136,,True
Load,B1,74,334,759.764480838,5487.71697006,0,,1255.79951584,0.138448189836,,True
Load,B1,75,334,776.563832335,5458.65763473,0,,1263.70083587,0.142262784058,,True
Load,B1,76,334,743.116673952,5436.17462605,0,,1223.96746102,0.136698455269,,True
Load,B1,77,334,791.302423952,5541.9992018,0,,1302.78050539,0.142782846973,,True
Load,B1,78,334,882.268502994,5703.48655689,0,,1459.52068866,0.154689328044,,True
Load,B1,79,334,887.475605389,5718.17366437,0,,1484.80876196,0.155202632428,,True
Load,B1,80,334,876.728152096,5694.81336497,0,,1452.98044643,0.15395204301,,True
Load,B1,81,334,870.821886228,5700.55107784,0,,1438.35376263,0.152761000531,,True
Load,B1,82,334,870.203428443,5693.46154222,0,,1445.60594021,0.152842593559,,True
Load,B1,83,334,877.168155689,5681.68726647,0,,1454.52849593,0.154385152605,,True
Load,B1,84,334,874.716916168,5676.30251497,0,,1455.28218514,0.154099770733,,True
Load,B1,85,334,877.178427246,5675.63841138,0,,1463.36119209,0.154551499526,,True
Load,B1,86,334,879.88847485,5671.14900419,0,,1465.37579687,0.15515171162,,True
Load,B1,87,334,892.716916168,5661.89769461,0,,1459.51051367,0.157670972582,,True
Load,B1,88,334,873.216980539,5657.16112844,0,,1447.17068952,0.154356038429,,True
Load,B1,89,334,874.22004491,5669.02807335,0,,1445.04973817,0.154209863419,,True
Load,B1,90,334,876.650419162,5682.74035928,0,,1447.71257855,0.154265435993,,True
Load,B1,91,334,868.791671856,5670.27777814,0,,1442.19618988,0.153218538112,,True
Load,B1,92,334,871.500584132,5659.0833015,0,,1447.48167027,0.154000310245,,True
Load,B1,93,334,895.231946108,5661.56233533,0,,1464.03430278,0.158124541087,,True
Load,B1,94,334,885.743152096,5665.06089132,0,,1456.35292957,0.156351920851,,True
Load,B1,95,334,874.692936826,5673.04077216,0,,1456.31900857,0.154184144263,,True
Load,B1,96,334,896.500209581,5682.69847305,0,,1471.91400992,0.157759594994,,True
Load,B1,97,334,893.239466766,5683.14197844,0,,1472.70424869,0.157173526573,,True
Load,B1,98,334,884.30187485,5674.47245808,0,,1470.78281772,0.155838605506,,True
Load,B1,99,334,885.665568862,5679.8238024,0,,1451.19376175,0.155931873888,,True
Load,B1,100,334,850.412047305,5705.82059012,0,,1410.70780271,0.149042899943,,True
Load,B1,101,334,939.746769461,5622.12605958,0,,1573.2971317,0.167151493848,,True
Load,B1,102,334,1085.02784431,5485.68583832,0,,1839.47416516,0.197792559817,,True
Load,B1,103,334,1105.13900689,5488.35072156,0,,1869.23484579,0.201360857378,,True
Load,B1,104,334,1067.51617904,5486.24672754,0,,1805.54538991,0.194580417553,,True
Load,B1,105,334,1089.67853293,5513.75520958,0,,1840.7558965,0.197629109657,,True
Load,B1,106,334,1135.98281317,5645.6185512,0,,1938.90485708,0.20121494268,,True
Load,B1,107,334,915.939111377,5116.07608234,0,,1538.17135278,0.179031565723,,True
Load,B1,108,334,574.50502994,4232.75482036,0,,882.28710942,0.135728397775,,True
Load,B1,109,334,524.74105988,4149.09456138,0,,808.51283399,0.126471222123,,True
Load,B1,110,334,585.962353293,4284.4414488,0,,908.600052345,0.136765167711,,True
Load,B1,111,334,585.864161677,4255.23452096,0,,899.405876161,0.137680816132,,True
Load,B1,112,334,583.412216168,4263.40367575,0,,909.500368569,0.136841889846,,True
Load,B1,113,334,582.798569162,4276.98008114,0,,899.64892863,0.136264036331,,True
Load,B1,114,334,575.01491018,4270.07784431,0,,878.277168551,0.134661458443,,True
Load,B1,115,334,576.320383533,4276.60332725,0,,903.586147348,0.13476124378,,True
Load,B1,116,334,574.032965269,4283.96602006,0,,908.34791446,0.133995685909,,True
Load,B1,117,334,576.23005988,4287.76365269,0,,878.316982002,0.134389417551,,True
Load,B1,118,334,571.337598204,4297.98353323,0,,875.785739702,0.13293154657,,True
Load,B1,119,334,573.113757784,4300.81673743,0,,891.078154371,0.133256958567,,True
Load,B1,120,334,587.751257485,4300.03979042,0,,901.484280544,0.136685074123,,True
Load,B1,121,334,561.36934012,4313.7325988,0,,876.999630352,0.130135405304,,True
Load,B1,122,334,550.86267485,4323.13168922,0,,864.081928085,0.127422136185,,True
Load,B1,123,334,571.357664671,4322.44793413,0,,874.653826377,0.132183816527,,True
Load,B1,124,334,559.821572754,4323.86058353,0,,873.906143366,0.129472623351,,True
Load,B1,125,334,558.25127485,4322.44967335,0,,881.663408129,0.12915159621,,True
Load,B1,126,334,576.982964072,4327.25625749,0,,890.262526127,0.133336906746,,True
Load,B1,127,334,561.928205389,4348.23560958,0,,873.712282084,0.129231314916,,True
Load,B1,128,334,560.113008383,4331.39016287,0,,862.35382293,0.129314835958,,True
Load,B1,129,334,569.34251497,4350.31218563,0,,879.002076998,0.130873944369,,True
Load,B1,130,334,573.249523353,4452.8799988,0,,908.745983418,0.128736800342,,True
Load,B1,131,334,498.808582036,4052.24812126,0,,767.930415367,0.123094284237,,True
Load,B1,132,334,389.404311377,3385.39967066,0,,555.714394542,0.11502462021,,True
Load,B1,133,334,375.326671257,3332.89587545,0,,538.069471165,0.112612780382,,True
Load,B1,134,334,385.159638623,3435.82172725,0,,559.54862741,0.112101170899,,True
Load,B1,135,334,388.373802395,3403.03577844,0,,544.094084103,0.11412568885,,True
Load,B1,136,334,368.848786527,3406.86518383,0,,529.761344162,0.108266328905,,True
Load,B1,137,334,373.546004192,3422.00430778,0,,528.991401243,0.109160004078,,True
Load,B1,138,334,377.912335329,3420.87434132,0,,533.035920317,0.110472439974,,True
Load,B1,139,334,384.96915509,3423.52977126,0,,547.131780308,0.112448023184,,True
Load,B1,140,334,382.844687126,3429.54660299,0,,543.908050368,0.11163128292,,True
Load,B1,141,334,380.399520958,3435.0258982,0,,545.822862608,0.110741383684,,True
Load,B1,142,334,406.926027844,3439.78204132,0,,594.163487911,0.118299945449,,True
Load,B1,143,334,334.986912575,3449.06375958,0,,435.712318325,0.097124012754,,True
Load,B1,144,334,395.316886228,3457.61482036,0,,561.042202963,0.11433225121,,True
Load,B2,1,334,175.747127844,3449.16017665,0,,247.148358899,0.0509535999616,,True
Load,B2,2,334,171.239744012,3444.09948533,0,,246.909302032,0.0497197437941,,True
Load,B2,3,334,196.980988024,3447.99326347,0,,264.829608913,0.0571291684676,,True
Load,B2,4,334,162.97713024,3459.90922066,0,,232.560955982,0.0471044527025,,True
Load,B2,5,334,174.881495808,3463.78178772,0,,244.547617483,0.0504886007624,,True
Load,B2,6,334,200.680988024,3458.99179641,0,,274.216198349,0.058017191088,,True
Load,B2,7,334,190.874227545,3459.08269401,0,,272.203129343,0.0551805910496,,True
Load,B2,8,334,183.305449102,3458.26008772,0,,251.803951195,0.0530051079016,,True
Load,B2,9,334,182.819730539,3460.12413174,0,,249.883837406,0.0528361768476,,True
Load,B2,10,334,169.879523952,3475.34069281,0,,239.971617985,0.0488814015568,,True
Load,B2,11,334,170.323768263,3485.9928991,0,,236.364757844,0.0488594708002,,True
Load,B2,12,334,184.808263473,3487.61311377,0,,250.040047792,0.0529898980891,,True
Load,B2,13,334,184.077492814,3492.63351018,0,,256.420164534,0.0527044971303,,True
Load,B2,14,334,178.505300898,3498.20960569,0,,255.8934248,0.0510276172725,,True
Load,B2,15,334,163.294790419,3500.60299401,0,,230.257995071,0.0466476177671,,True
Load,B2,16,334,158.514156587,3499.66061317,0,,217.265790729,0.0452941510929,,True
Load,B2,17,334,164.170585629,3497.06081257,0,,225.086315431,0.0469453047652,,True
Load,B2,18,334,188.823742515,3497.25799401,0,,247.291885698,0.0539919396391,,True
Load,B2,19,334,172.486310778,3504.38746198,0,,230.081448122,0.0492201026998,,True
Load,B2,20,334,165.315268263,3512.12491228,0,,221.293682504,0.047069871486,,True
Load,B2,21,334,165.40997006,3516.69251497,0,,218.457763528,0.0470356647207,,True
Load,B2,22,334,164.614898802,3519.74112994,0,,225.269674749,0.0467690357686,,True
Load,B2,23,334,155.323233832,3523.71643563,0,,216.882737642,0.0440793794477,,True
Load,B2,24,334,175.191107784,3527.31517964,0,,238.548608287,0.0496669843386,,True
Load,B2,25,334,163.977228743,3526.90938054,0,,225.273177337,0.0464931788855,,True
Load,B2,26,334,163.438085928,3525.31190569,0,,221.233933218,0.0463613122188,,True
Load,B2,27,334,179.450508982,3531.02047904,0,,235.396601799,0.050821146478,,True
Load,B2,28,334,159.796658982,3548.67437006,0,,215.562921075,0.045029958322,,True
Load,B2,29,334,155.764999401,3552.5327482,0,,206.616302065,0.0438461825524,,True
Load,B2,30,334,175.990778443,3536.09215569,0,,235.29693418,0.0497698506415,,True
Load,B2,31,334,173.968238623,3523.64814042,0,,228.670565875,0.0493716261358,,True
Load,B2,32,334,159.633252096,3550.15700988,0,,212.547931076,0.0449651245428,,True
Load,B2,33,334,158.720898204,3538.5447006,0,,209.232069902,0.0448548518199,,True
