phase,series,seed,seq_len,training_cutoff,raw_points,available_days,window_count,effective_day_cycles,training_start,training_end,last_window_target_end,last_window_target_available_rank,scaler_fit_end,scaler_fit_rank,training_data_hash,scaler_data_hash,checkpoint_path,checkpoint_sha256,parameter_count,best_epoch,training_seconds
controlled_low_data,PV,2026,432,2025-09-23T00:00:00,2016,14,1441,14,2025-09-09T00:00:00,2025-09-23T00:00:00,2025-09-23T00:00:00,0,2025-09-23T00:00:00,0,109ec46f39cb4fa8ad6ca5c6ae35bd49765ef6f92341362a17d7fed9a2447b7c,109ec46f39cb4fa8ad6ca5c6ae35bd49765ef6f92341362a17d7fed9a2447b7c,artifacts\dlinear\checkpoints\low_PV_autumn_N14.pt,71cb7b1b1026518fbafd2564e9f8377e018ff36092923e8a960fc3ee88006f3c,124704,46,1.1091653000039514
controlled_low_data,PV,2026,432,2025-09-23T00:00:00,25920,180,25345,180,2025-03-27T00:00:00,2025-09-23T00:00:00,2025-09-23T00:00:00,0,2025-09-23T00:00:00,0,c466f9a2a4871f972e801b6ca668adc0611e5317ddd7e62cd629e82c2d1eacf1,c466f9a2a4871f972e801b6ca668adc0611e5317ddd7e62cd629e82c2d1eacf1,artifacts\dlinear\checkpoints\low_PV_autumn_N180.pt,0a9e7a284d62f8ddb286686ddf44479d6ee6760067344700022e1a7c278ee09b,124704,46,16.86311590000696
controlled_low_data,PV,2026,432,2025-09-23T00:00:00,4320,30,3745,30,2025-08-24T00:00:00,2025-09-23T00:00:00,2025-09-23T00:00:00,0,2025-09-23T00:00:00,0,8eaac23b9c2d58151f1fbad194e7c9c46bcc75d62cf8e991b6008310db8e786d,8eaac23b9c2d58151f1fbad194e7c9c46bcc75d62cf8e991b6008310db8e786d,artifacts\dlinear\checkpoints\low_PV_autumn_N30.pt,174667d78b82020f1d35af4cdc5ca46b2fae6ee242ca6210ea975c54ea35f7d6,124704,46,2.5978503999940585
controlled_low_data,PV,2026,432,2025-09-23T00:00:00,8640,60,8065,60,2025-07-25T00:00:00,2025-09-23T00:00:00,2025-09-23T00:00:00,0,2025-09-23T00:00:00,0,4b38150910358830f664ca42880a488c7c0a40171cf6bee36cb56fb7308b296f,4b38150910358830f664ca42880a488c7c0a40171cf6bee36cb56fb7308b296f,artifacts\dlinear\checkpoints\low_PV_autumn_N60.pt,dfcbc334c0253792786de0fe92d95c816b2c3a4bb55052afcc9e86573cef776c,124704,46,5.557065899993177
controlled_low_data,PV,2026,432,2025-09-23T00:00:00,1008,7,433,7,2025-09-16T00:00:00,2025-09-23T00:00:00,2025-09-23T00:00:00,0,2025-09-23T00:00:00,0,1366a7194ac1bff6e998db8cdda55461433391aa3bf1a331aeb3a352a13a8f0e,1366a7194ac1bff6e998db8cdda55461433391aa3bf1a331aeb3a352a13a8f0e,artifacts\dlinear\checkpoints\low_PV_autumn_N7.pt,8a3004ed4553afba585cd7a7d3f11cedda9d33e284e66a02ea2b210572dcbd49,124704,46,0.3756397000106517
controlled_low_data,PV,2026,432,2025-09-23T00:00:00,12960,90,12385,90,2025-06-25T00:00:00,2025-09-23T00:00:00,2025-09-23T00:00:00,0,2025-09-23T00:00:00,0,f569e1bebbaf2d8b1dc93591318cda339e82eb10b2b9b9108df4c56f94c1a8f2,f569e1bebbaf2d8b1dc93591318cda339e82eb10b2b9b9108df4c56f94c1a8f2,artifacts\dlinear\checkpoints\low_PV_autumn_N90.pt,cb4257c5a6846c9b275eae617404ff630862aa4e46d829b90f19d3ab870cc47c,124704,46,8.348592299997108
controlled_low_data,PV,2026,432,2025-03-20T00:00:00,2016,14,1441,14,2025-03-06T00:00:00,2025-03-20T00:00:00,2025-03-20T00:00:00,0,2025-03-20T00:00:00,0,4a07902fcd631b46f876d306e921fd43de1ebe3cfb7e36bf651602e5be4eea2a,4a07902fcd631b46f876d306e921fd43de1ebe3cfb7e36bf651602e5be4eea2a,artifacts\dlinear\checkpoints\low_PV_spring_N14.pt,afde44a6d4464b5b048af32098cb5a896f1ebc96219da731155b4a8531d03af0,124704,46,0.9957565999939106
controlled_low_data,PV,2026,432,2025-03-20T00:00:00,4320,30,3745,30,2025-02-18T00:00:00,2025-03-20T00:00:00,2025-03-20T00:00:00,0,2025-03-20T00:00:00,0,117e5a4c5182cde7f914decbbcdf8825fe551b3b6e13669a33be3cdc8349ec3c,117e5a4c5182cde7f914decbbcdf8825fe551b3b6e13669a33be3cdc8349ec3c,artifacts\dlinear\checkpoints\low_PV_spring_N30.pt,a5bb02b5ea61e10b3812bd36ebe33f7acb088fe6ecb689edad913bdd5608f7f6,124704,46,2.8544838999951025
controlled_low_data,PV,2026,432,2025-03-20T00:00:00,8640,60,8065,60,2025-01-19T00:00:00,2025-03-20T00:00:00,2025-03-20T00:00:00,0,2025-03-20T00:00:00,0,6c979b25af557aa1775c44216d5dfa9d1ec7ac0b4e8edf1a274d830656793feb,6c979b25af557aa1775c44216d5dfa9d1ec7ac0b4e8edf1a274d830656793feb,artifacts\dlinear\checkpoints\low_PV_spring_N60.pt,779c8d95a651b7f53af47b773af8d915329f50d56aefb9f79d6b0f16b3213779,124704,46,6.037869599997066
controlled_low_data,PV,2026,432,2025-03-20T00:00:00,1008,7,433,7,2025-03-13T00:00:00,2025-03-20T00:00:00,2025-03-20T00:00:00,0,2025-03-20T00:00:00,0,a271dc36e4dbd5bc9862fd6aae6989c2fd1661331adb210a3b60aea5280ffeb6,a271dc36e4dbd5bc9862fd6aae6989c2fd1661331adb210a3b60aea5280ffeb6,artifacts\dlinear\checkpoints\low_PV_spring_N7.pt,aea616a8f3cb6d7287a82404d0d7b6ab04ae28f0c47d2001bea080ec4d64500e,124704,46,0.34347649999835994
