series,model,target_group,target_date,history_days,status,reason,n,MAE,mean_abs_actual_kw,daylight_n,daylight_mae_kw,RMSE,nMAE,all_day_mae_kw,nmae_defined
PV,B0,autumn,2025-09-23,180,completed,,144.0,2461.0694062499997,2461.0694062499997,79.0,4485.999930379747,3973.633952530178,1.0,2461.0694062499997,True
PV,B1,autumn,2025-09-23,180,completed,,144.0,128.94405277777776,2461.0694062499997,79.0,235.03726075949365,255.04814645166041,0.0523935052178205,128.94405277777776,True
PV,B2,autumn,2025-09-23,180,completed,,144.0,194.0979583333333,2461.0694062499997,79.0,351.6270556962025,338.86999586358746,0.07886732403418309,194.0979583333333,True
PV,B3,autumn,2025-09-23,180,completed,,144.0,121.71967628968251,2461.0694062499997,79.0,221.115104159132,232.43819109831713,0.049458042906295026,121.71967628968251,True
PV,B4,autumn,2025-09-23,180,completed,,144.0,298.80261480555555,2461.0694062499997,79.0,501.1773650126582,454.9857474576832,0.12141169771430764,298.80261480555555,True
PV,DLinear,autumn,2025-09-23,180,completed,,144.0,157.49815621639056,2461.0694062499997,79.0,231.3171703642651,243.8889373509292,0.06399582060400925,157.49815621639056,True
Load,B0,winter,2025-12-21,7,completed,,144.0,1819.9822416666666,5182.351706944445,0.0,,2247.75295902637,0.35118848441487627,,True
Load,B1,winter,2025-12-21,7,completed,,144.0,1904.4967020833335,5182.351706944445,0.0,,2105.998528571659,0.36749661346436086,,True
Load,B2,winter,2025-12-21,7,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,B3,winter,2025-12-21,7,completed,,144.0,546.8517899801586,5182.351706944445,0.0,,617.5118318125249,0.10552193693210118,,True
Load,B4,winter,2025-12-21,7,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,DLinear,winter,2025-12-21,7,skipped,insufficient_points_for_context_plus_target,,,,,,,,,
Load,B0,winter,2025-12-21,14,completed,,144.0,1819.9822416666666,5182.351706944445,0.0,,2247.75295902637,0.35118848441487627,,True
Load,B1,winter,2025-12-21,14,completed,,144.0,1904.4967020833335,5182.351706944445,0.0,,2105.998528571659,0.36749661346436086,,True
Load,B2,winter,2025-12-21,14,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,B3,winter,2025-12-21,14,completed,,144.0,546.8517899801586,5182.351706944445,0.0,,617.5118318125249,0.10552193693210118,,True
Load,B4,winter,2025-12-21,14,completed,,144.0,130.1732375,5182.351706944445,0.0,,163.01976147846491,0.025118564864203545,,True
Load,DLinear,winter,2025-12-21,14,completed,,144.0,221.1805033527583,5182.351706944445,0.0,,281.4559606468584,0.04267956245740181,,True
Load,B0,winter,2025-12-21,30,completed,,144.0,1819.9822416666666,5182.351706944445,0.0,,2247.75295902637,0.35118848441487627,,True
Load,B1,winter,2025-12-21,30,completed,,144.0,1904.4967020833335,5182.351706944445,0.0,,2105.998528571659,0.36749661346436086,,True
Load,B2,winter,2025-12-21,30,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,B3,winter,2025-12-21,30,completed,,144.0,546.8517899801586,5182.351706944445,0.0,,617.5118318125249,0.10552193693210118,,True
Load,B4,winter,2025-12-21,30,completed,,144.0,190.9269263888889,5182.351706944445,0.0,,237.23748642678464,0.03684175393442389,,True
Load,DLinear,winter,2025-12-21,30,completed,,144.0,164.45962481389768,5182.351706944445,0.0,,200.65944716928968,0.03173455491133857,,True
Load,B0,winter,2025-12-21,60,completed,,144.0,1819.9822416666666,5182.351706944445,0.0,,2247.75295902637,0.35118848441487627,,True
Load,B1,winter,2025-12-21,60,completed,,144.0,1904.4967020833335,5182.351706944445,0.0,,2105.998528571659,0.36749661346436086,,True
Load,B2,winter,2025-12-21,60,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,B3,winter,2025-12-21,60,completed,,144.0,546.8517899801586,5182.351706944445,0.0,,617.5118318125249,0.10552193693210118,,True
Load,B4,winter,2025-12-21,60,completed,,144.0,240.75070590277775,5182.351706944445,0.0,,303.51367074532465,0.046455879399340545,,True
Load,DLinear,winter,2025-12-21,60,completed,,144.0,219.34009896749507,5182.351706944445,0.0,,269.81241763924737,0.04232443326329538,,True
Load,B0,winter,2025-12-21,90,completed,,144.0,1819.9822416666666,5182.351706944445,0.0,,2247.75295902637,0.35118848441487627,,True
Load,B1,winter,2025-12-21,90,completed,,144.0,1904.4967020833335,5182.351706944445,0.0,,2105.998528571659,0.36749661346436086,,True
Load,B2,winter,2025-12-21,90,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,B3,winter,2025-12-21,90,completed,,144.0,546.8517899801586,5182.351706944445,0.0,,617.5118318125249,0.10552193693210118,,True
Load,B4,winter,2025-12-21,90,completed,,144.0,262.4823134837963,5182.351706944445,0.0,,330.36367802152034,0.05064926665090392,,True
Load,DLinear,winter,2025-12-21,90,completed,,144.0,211.5261107465148,5182.351706944445,0.0,,258.64295094375103,0.040816625869499745,,True
Load,B0,winter,2025-12-21,180,completed,,144.0,1819.9822416666666,5182.351706944445,0.0,,2247.75295902637,0.35118848441487627,,True
Load,B1,winter,2025-12-21,180,completed,,144.0,1904.4967020833335,5182.351706944445,0.0,,2105.998528571659,0.36749661346436086,,True
Load,B2,winter,2025-12-21,180,completed,,144.0,148.00942430555557,5182.351706944445,0.0,,183.24804885208934,0.028560281639553767,,True
Load,B3,winter,2025-12-21,180,completed,,144.0,546.8517899801586,5182.351706944445,0.0,,617.5118318125249,0.10552193693210118,,True
Load,B4,winter,2025-12-21,180,completed,,144.0,391.2644378333334,5182.351706944445,0.0,,436.2378620060377,0.07549939872066806,,True
Load,DLinear,winter,2025-12-21,180,completed,,144.0,210.79558864903004,5182.351706944445,0.0,,268.72702597636186,0.04067566243459705,,True
PV,B0,winter,2025-12-21,7,completed,,144.0,1472.4441291666667,1472.4441291666667,67.0,3164.65603880597,2568.6431536126024,1.0,1472.4441291666667,True
PV,B1,winter,2025-12-21,7,completed,,144.0,121.9697861111111,1472.4441291666667,67.0,262.14401791044776,241.02008674376947,0.08283491624238415,121.9697861111111,True
PV,B2,winter,2025-12-21,7,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,B3,winter,2025-12-21,7,completed,,144.0,74.53843571428571,1472.4441291666667,67.0,160.20201108742003,153.06674362126802,0.05062225060890488,74.53843571428571,True
PV,B4,winter,2025-12-21,7,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,DLinear,winter,2025-12-21,7,completed,,144.0,159.2170979530249,1472.4441291666667,67.0,266.22931762458927,255.23368461408464,0.10813116423176898,159.2170979530249,True
PV,B0,winter,2025-12-21,14,completed,,144.0,1472.4441291666667,1472.4441291666667,67.0,3164.65603880597,2568.6431536126024,1.0,1472.4441291666667,True
PV,B1,winter,2025-12-21,14,completed,,144.0,121.9697861111111,1472.4441291666667,67.0,262.14401791044776,241.02008674376947,0.08283491624238415,121.9697861111111,True
PV,B2,winter,2025-12-21,14,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,B3,winter,2025-12-21,14,completed,,144.0,74.53843571428571,1472.4441291666667,67.0,160.20201108742003,153.06674362126802,0.05062225060890488,74.53843571428571,True
PV,B4,winter,2025-12-21,14,completed,,144.0,68.368953125,1472.4441291666667,67.0,146.757526119403,159.2964224658646,0.04643229021103407,68.368953125,True
PV,DLinear,winter,2025-12-21,14,completed,,144.0,126.16478839776272,1472.4441291666667,67.0,223.48047476822578,210.15737276791873,0.08568392232930834,126.16478839776272,True
PV,B0,winter,2025-12-21,30,completed,,144.0,1472.4441291666667,1472.4441291666667,67.0,3164.65603880597,2568.6431536126024,1.0,1472.4441291666667,True
PV,B1,winter,2025-12-21,30,completed,,144.0,121.9697861111111,1472.4441291666667,67.0,262.14401791044776,241.02008674376947,0.08283491624238415,121.9697861111111,True
PV,B2,winter,2025-12-21,30,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,B3,winter,2025-12-21,30,completed,,144.0,74.53843571428571,1472.4441291666667,67.0,160.20201108742003,153.06674362126802,0.05062225060890488,74.53843571428571,True
PV,B4,winter,2025-12-21,30,completed,,144.0,126.62968524305558,1472.4441291666667,67.0,270.489602238806,246.62384451871313,0.08599965372860834,126.62968524305558,True
PV,DLinear,winter,2025-12-21,30,completed,,144.0,152.6230536871225,1472.4441291666667,67.0,248.21841750183864,242.28664965483895,0.10365286577868316,152.6230536871225,True
PV,B0,winter,2025-12-21,60,completed,,144.0,1472.4441291666667,1472.4441291666667,67.0,3164.65603880597,2568.6431536126024,1.0,1472.4441291666667,True
PV,B1,winter,2025-12-21,60,completed,,144.0,121.9697861111111,1472.4441291666667,67.0,262.14401791044776,241.02008674376947,0.08283491624238415,121.9697861111111,True
PV,B2,winter,2025-12-21,60,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,B3,winter,2025-12-21,60,completed,,144.0,74.53843571428571,1472.4441291666667,67.0,160.20201108742003,153.06674362126802,0.05062225060890488,74.53843571428571,True
PV,B4,winter,2025-12-21,60,completed,,144.0,328.88249322916664,1472.4441291666667,67.0,695.6643427238806,545.7547996860648,0.22335821557813434,328.88249322916664,True
PV,DLinear,winter,2025-12-21,60,completed,,144.0,142.15661870847327,1472.4441291666667,67.0,255.44680743961933,230.76686523337779,0.09654466060381331,142.15661870847327,True
PV,B0,winter,2025-12-21,90,completed,,144.0,1472.4441291666667,1472.4441291666667,67.0,3164.65603880597,2568.6431536126024,1.0,1472.4441291666667,True
PV,B1,winter,2025-12-21,90,completed,,144.0,121.9697861111111,1472.4441291666667,67.0,262.14401791044776,241.02008674376947,0.08283491624238415,121.9697861111111,True
PV,B2,winter,2025-12-21,90,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,B3,winter,2025-12-21,90,completed,,144.0,74.53843571428571,1472.4441291666667,67.0,160.20201108742003,153.06674362126802,0.05062225060890488,74.53843571428571,True
PV,B4,winter,2025-12-21,90,completed,,144.0,537.7125194444444,1472.4441291666667,67.0,1122.3469880597015,847.1983213961935,0.3651836485970874,537.7125194444444,True
PV,DLinear,winter,2025-12-21,90,completed,,144.0,136.18913710219695,1472.4441291666667,67.0,242.39555858696974,229.91825981499693,0.09249188774264293,136.18913710219695,True
PV,B0,winter,2025-12-21,180,completed,,144.0,1472.4441291666667,1472.4441291666667,67.0,3164.65603880597,2568.6431536126024,1.0,1472.4441291666667,True
PV,B1,winter,2025-12-21,180,completed,,144.0,121.9697861111111,1472.4441291666667,67.0,262.14401791044776,241.02008674376947,0.08283491624238415,121.9697861111111,True
PV,B2,winter,2025-12-21,180,completed,,144.0,54.72223541666668,1472.4441291666667,67.0,117.61196865671643,120.34318488569389,0.03716421854840554,54.72223541666668,True
PV,B3,winter,2025-12-21,180,completed,,144.0,74.53843571428571,1472.4441291666667,67.0,160.20201108742003,153.06674362126802,0.05062225060890488,74.53843571428571,True
PV,B4,winter,2025-12-21,180,completed,,144.0,936.6357481944445,1472.4441291666667,67.0,1859.0177942686569,1360.8347738236355,0.636109533558014,936.6357481944445,True
PV,DLinear,winter,2025-12-21,180,completed,,144.0,128.49462626138256,1472.4441291666667,67.0,256.1070508977698,235.43774293080727,0.08726621521055906,128.49462626138256,True
