series,model,horizon_step,n,mae_kw,mean_abs_actual_kw,daylight_n,daylight_mae_kw,rmse_kw,nmae,all_day_mae_kw,nmae_defined
Load,DLinear,113,334,183.7201325705389,4276.9800811377245,0,,245.62127727137008,0.04295557357883867,,True
Load,DLinear,114,334,194.7448489452395,4270.077844311377,0,,252.71407674824138,0.045606861524709615,,True
Load,DLinear,115,334,177.5941699589521,4276.603327245509,0,,231.95566927512013,0.041526921336737035,,True
Load,DLinear,116,334,175.49607070901197,4283.96602005988,0,,226.2017921145367,0.04096579428670607,,True
Load,DLinear,117,334,194.0623414749102,4287.763652694611,0,,248.8194266634951,0.04525957053461967,,True
Load,DLinear,118,334,182.25246356413174,4297.983533233533,0,,238.8347979889302,0.04240417911210945,,True
Load,DLinear,119,334,174.5548502239222,4300.81673742515,0,,227.97379798817084,0.04058644226920169,,True
Load,DLinear,120,334,192.60530537748502,4300.039790419161,0,,246.35266242353168,0.04479151700098807,,True
Load,DLinear,121,334,182.1109644806886,4313.732598802396,0,,238.3100781162614,0.042216563106217415,,True
Load,DLinear,122,334,185.19465457089822,4323.131689221557,0,,241.80918489171071,0.04283807847737463,,True
Load,DLinear,123,334,195.57272908296406,4322.4479341317365,0,,258.99731659217707,0.04524582645371976,,True
Load,DLinear,124,334,185.41905357092813,4323.8605835329345,0,,242.68281262837766,0.04288275488739884,,True
Load,DLinear,125,334,182.50830489350298,4322.449673353293,0,,241.88601021958812,0.04222334987926319,,True
Load,DLinear,126,334,195.58526266988025,4327.25625748503,0,,249.32636143517948,0.04519844701398687,,True
Load,DLinear,127,334,182.4127093707485,4348.235609580839,0,,239.4103895190959,0.04195097178469883,,True
Load,DLinear,128,334,183.46593470383237,4331.3901628742515,0,,238.08428158911832,0.0423572866458391,,True
Load,DLinear,129,334,185.69567349883232,4350.312185628743,0,,242.28898305227023,0.04268559716525127,,True
Load,DLinear,130,334,185.93062240955086,4452.879998802395,0,,241.0614046360646,0.041755138799958014,,True
Load,DLinear,131,334,188.9499359303593,4052.2481212574853,0,,246.21333539488882,0.0466284221193555,,True
Load,DLinear,132,334,217.3287486973952,3385.3996706586827,0,,278.24927459039554,0.06419589113243769,,True
Load,DLinear,133,334,192.40894344443115,3332.8958754491023,0,,245.5745687147204,0.05773025940046937,,True
Load,DLinear,134,334,179.4435050263772,3435.8217272455095,0,,231.18984305051444,0.05222724555334734,,True
Load,DLinear,135,334,195.09607419482037,3403.0357784431135,0,,251.71440104258667,0.057330009702124464,,True
Load,DLinear,136,334,181.08631239952095,3406.865183832335,0,,237.77584479161393,0.05315335436778848,,True
Load,DLinear,137,334,179.353912782994,3422.0043077844307,0,,237.162185152679,0.0524119482769197,,True
Load,DLinear,138,334,191.13892969083832,3420.874341317365,0,,252.61794326924075,0.055874291371144455,,True
Load,DLinear,139,334,176.4850793378443,3423.529771257485,0,,229.3443018875014,0.05155061913570571,,True
Load,DLinear,140,334,179.78055450952095,3429.5466029940117,0,,232.78279733297634,0.05242108515235559,,True
Load,DLinear,141,334,186.01864978928143,3435.0258982035925,0,,244.9181559317121,0.054153492666987796,,True
Load,DLinear,142,334,193.2834898257485,3439.782041317365,0,,249.5817202358481,0.05619062123823547,,True
Load,DLinear,143,334,177.3717222364671,3449.063759580838,0,,227.25368303231932,0.05142604909629822,,True
Load,DLinear,144,334,215.81293664470059,3457.6148203592816,0,,270.8265455651793,0.0624167085859134,,True
PV,DLinear,1,334,35.752249673973346,0.0,0,,42.69146942598621,,35.752249673973346,False
PV,DLinear,2,334,50.33978899097201,0.0,0,,60.55814074676731,,50.33978899097201,False
PV,DLinear,3,334,38.30634392816882,0.0,0,,50.41196472038301,,38.30634392816882,False
PV,DLinear,4,334,61.47983616718303,0.0,0,,77.67366599336883,,61.47983616718303,False
PV,DLinear,5,334,66.87592079860347,0.0,0,,85.2161322400683,,66.87592079860347,False
PV,DLinear,6,334,71.4924751913393,0.0,0,,87.04766428533131,,71.4924751913393,False
PV,DLinear,7,334,73.33830261575203,0.0,0,,86.93236246456065,,73.33830261575203,False
PV,DLinear,8,334,74.10999372026268,0.0,0,,86.26591212151533,,74.10999372026268,False
PV,DLinear,9,334,72.41925815193285,0.0,0,,85.29024341632919,,72.41925815193285,False
PV,DLinear,10,334,69.3073164955042,0.0,0,,83.36826202747285,,69.3073164955042,False
PV,DLinear,11,334,65.9252369471696,0.0,0,,81.29343663130251,,65.9252369471696,False
PV,DLinear,12,334,62.99268343480739,0.0,0,,79.17395179220959,,62.99268343480739,False
PV,DLinear,13,334,60.560386463663846,0.0,0,,77.55417910617876,,60.560386463663846,False
PV,DLinear,14,334,59.96972057430719,0.0,0,,77.21128973191377,,59.96972057430719,False
PV,DLinear,15,334,61.35356305924615,0.0,0,,77.59801412393941,,61.35356305924615,False
PV,DLinear,16,334,63.420324359930824,0.0,0,,78.02035735177807,,63.420324359930824,False
PV,DLinear,17,334,66.0308781880706,0.0,0,,78.77754484177612,,66.0308781880706,False
PV,DLinear,18,334,68.39876943190052,0.0,0,,80.2295080328629,,68.39876943190052,False
PV,DLinear,19,334,70.95892229642995,0.00019161676646706587,45,53.94365476229933,82.64698717673916,370316.8757344938,70.95892229642995,True
PV,DLinear,20,334,73.32801165586778,4.341317365269461e-05,11,102.1560690727818,85.70697600635309,1689072.8202110233,73.32801165586778,True
PV,DLinear,21,334,76.1228242220094,0.0,0,,88.80153123199295,,76.1228242220094,False
PV,DLinear,22,334,78.93897000270445,0.003340718562874251,86,74.59967289074903,91.67477719597277,23629.338574030553,78.93897000270445,True
PV,DLinear,23,334,80.61593965197707,0.0012862275449101795,51,100.08413035566471,93.73776349894814,62676.26593054084,80.61593965197707,True
PV,DLinear,24,334,80.81836398597395,0.0,0,,94.04030017604018,,80.81836398597395,False
PV,DLinear,25,334,80.06378338873077,0.046999101796407185,120,80.20953202736933,93.56747880604641,1703.517308385055,80.06378338873077,True
PV,DLinear,26,334,78.22796378757073,0.018364670658682636,84,94.19455131478954,91.8981562594633,4259.698703095735,78.22796378757073,True
PV,DLinear,27,334,76.51931149976099,0.0,0,,90.99605470626867,,76.51931149976099,False
PV,DLinear,28,334,75.4143519023639,0.6549850299401198,153,81.95053737484648,90.7797354133153,115.13904662715491,75.4143519023639,True
PV,DLinear,29,334,78.63777515002857,0.2562559880239521,113,83.43484217069562,95.23467889725993,306.8719515841259,78.63777515002857,True
PV,DLinear,30,334,87.80831395181035,0.3152694610778443,20,194.83090800845,108.67193691477651,278.51829876452666,87.80831395181035,True
PV,DLinear,31,334,85.37314640717425,20.411647305389224,201,90.30419416799754,108.50173081665983,4.182570134093657,85.37314640717425,True
PV,DLinear,32,334,77.25117791367317,59.52477455089821,201,95.80385352386907,100.83561811140001,1.2977987484457845,77.25117791367317,True
PV,DLinear,33,334,73.66183623200584,119.08596556886228,119,108.49968009809999,92.08765375628701,0.6185601794479332,73.66183623200584,True
PV,DLinear,34,334,75.33573326676935,201.2523026946108,247,78.3151309775586,91.90759144949018,0.37433476416459766,75.33573326676935,True
PV,DLinear,35,334,87.32270722473584,302.7644571856287,234,94.85958008209188,104.79494232082287,0.2884179604054289,87.32270722473584,True
PV,DLinear,36,334,106.82454293648878,424.6123877245509,182,107.49931115415383,126.38137014669654,0.25158131515886584,106.82454293648878,True
PV,DLinear,37,334,125.03261200339759,569.6528290419162,278,116.61771915305214,148.93802985443457,0.21948914431564673,125.03261200339759,True
PV,DLinear,38,334,144.83505335326473,735.0893826347306,265,147.22887499318801,175.37961237459788,0.1970305336667255,144.83505335326473,True
PV,DLinear,39,334,165.2870546753829,922.5824101796408,246,163.76288797364228,204.18507126271265,0.17915695427490214,165.2870546753829,True
PV,DLinear,40,334,175.4362743350131,1136.0352023952096,310,165.78716019527573,223.39062737631568,0.154428554647888,175.4362743350131,True
PV,DLinear,41,334,180.74153975602775,1374.1298443113774,302,194.76512022281787,233.83579999887385,0.13153163109313254,180.74153975602775,True
PV,DLinear,42,334,194.5017719499563,1636.9087949101795,314,198.814733650793,243.81633471315874,0.11882260792705253,194.5017719499563,True
PV,DLinear,43,334,201.21230696857782,1925.3435047904193,334,201.21230696857782,252.08978143595098,0.10450722505773354,201.21230696857782,True
PV,DLinear,44,334,207.06876044331736,2222.2435035928142,334,207.06876044331736,264.56160210258224,0.09318004984986512,207.06876044331736,True
PV,DLinear,45,334,216.91231105356587,2520.788847305389,334,216.91231105356587,279.78020454712913,0.08604937747381558,216.91231105356587,True
PV,DLinear,46,334,229.27080480841613,2824.5786976047907,334,229.27080480841613,296.79494528440665,0.08116991217233036,229.27080480841613,True
PV,DLinear,47,334,242.2046289232036,3129.331613772455,334,242.2046289232036,315.8356578275599,0.07739819834281557,242.2046289232036,True
PV,DLinear,48,334,255.3205983119461,3433.21246257485,334,255.3205983119461,334.65171913913593,0.07436784093474368,255.3205983119461,True
PV,DLinear,49,334,260.0071833402694,3737.1011988023956,334,260.0071833402694,341.9662143231153,0.06957456314632106,260.0071833402694,True
PV,DLinear,50,334,273.6686976909282,4034.8848862275445,334,273.6686976909282,358.83311049553095,0.06782565188539925,273.6686976909282,True
PV,DLinear,51,334,293.79831052191616,4326.830838323353,334,293.79831052191616,387.56056931491185,0.06790150146839644,293.79831052191616,True
PV,DLinear,52,334,298.96302698901195,4617.745588323353,334,298.96302698901195,390.79430994856983,0.06474220401942103,298.96302698901195,True
PV,DLinear,53,334,322.65000214251495,4898.395581137725,334,322.65000214251495,414.6434239444239,0.06586850669736533,322.65000214251495,True
PV,DLinear,54,334,363.7493437679042,5167.71500748503,334,363.7493437679042,461.1675255728285,0.070388816573871,363.7493437679042,True
PV,DLinear,55,334,377.59752187,5433.671980239521,334,377.59752187,485.6487640983508,0.0694921451355912,377.59752187,True
PV,DLinear,56,334,384.8079584211078,5693.207715269461,334,384.8079584211078,499.2680512841847,0.06759071118888461,384.8079584211078,True
PV,DLinear,57,334,397.1352868642515,5938.282297904192,334,397.1352868642515,514.0083172829355,0.06687713162515246,397.1352868642515,True
PV,DLinear,58,334,403.06855460781435,6161.27268263473,334,403.06855460781435,523.0645981682984,0.06541969092584475,403.06855460781435,True
PV,DLinear,59,334,409.49433322161684,6364.7422386227545,334,409.49433322161684,533.2190561349971,0.06433792883814034,409.49433322161684,True
PV,DLinear,60,334,425.8280433088324,6556.978068862275,334,425.8280433088324,555.5445019038726,0.06494272801231427,425.8280433088324,True
PV,DLinear,61,334,437.6289453974551,6743.350059281436,334,437.6289453974551,571.8354932384084,0.06489785367068551,437.6289453974551,True
PV,DLinear,62,334,450.6120150208083,6906.278846107784,334,450.6120150208083,580.4339402273039,0.06524671607703222,450.6120150208083,True
PV,DLinear,63,334,458.664173097994,7052.805426646707,334,458.664173097994,592.4988652530394,0.06503286924166123,458.664173097994,True
PV,DLinear,64,334,460.0479221631138,7207.4151853293415,334,460.0479221631138,599.1744289306127,0.06382980726565317,460.0479221631138,True
PV,DLinear,65,334,463.6483617409282,7343.919296706587,334,463.6483617409282,604.824307300258,0.06313364063639061,463.6483617409282,True
PV,DLinear,66,334,468.6621327081437,7448.55123502994,334,468.6621327081437,614.2273336804784,0.0629199045452038,468.6621327081437,True
PV,DLinear,67,334,474.4805280673653,7532.427376946108,334,474.4805280673653,625.1142210132466,0.06299171625863524,474.4805280673653,True
PV,DLinear,68,334,487.4070040235929,7604.241228443113,334,487.4070040235929,634.9743988411217,0.06409673094016038,487.4070040235929,True
PV,DLinear,69,334,501.49914272065865,7665.998353293414,334,501.49914272065865,646.2409434969765,0.06541863428723645,501.49914272065865,True
PV,DLinear,70,334,504.9866389400001,7712.440164670659,334,504.9866389400001,648.3363757000895,0.06547689552954403,504.9866389400001,True
PV,DLinear,71,334,507.2284460639222,7733.511822754491,334,507.2284460639222,649.4608912268077,0.06558837145260349,507.2284460639222,True
PV,DLinear,72,334,504.5912678813473,7741.894311377246,334,504.5912678813473,651.6203511516633,0.06517671871854615,504.5912678813473,True
PV,DLinear,73,334,506.6908154415869,7759.621300299401,334,506.6908154415869,646.067408882648,0.06529839483558772,506.6908154415869,True
PV,DLinear,74,334,502.3370318037425,7751.905548802396,334,502.3370318037425,644.3804666318358,0.06480174824644881,502.3370318037425,True
PV,DLinear,75,334,491.0153641533234,7697.990905688623,334,491.0153641533234,645.3505116733986,0.06378487194502598,491.0153641533234,True
PV,DLinear,76,334,495.57163003083826,7612.251760479042,334,495.57163003083826,641.9162048748075,0.06510184445077415,495.57163003083826,True
PV,DLinear,77,334,487.6377067375149,7533.309773952096,334,487.6377067375149,629.7714534172742,0.06473087147214077,487.6377067375149,True
PV,DLinear,78,334,471.20266344949107,7453.6548278443115,334,471.20266344949107,609.6185229839977,0.06321766627684967,471.20266344949107,True
PV,DLinear,79,334,455.8827789436527,7330.52559760479,334,455.8827789436527,596.796550445469,0.062189644231323594,455.8827789436527,True
PV,DLinear,80,334,439.2801232131737,7186.9955344311375,334,439.2801232131737,571.0552327702986,0.06112152444073327,439.2801232131737,True
PV,DLinear,81,334,416.4108607693413,7047.655239520958,334,416.4108607693413,534.2863794764313,0.05908502141737079,416.4108607693413,True
PV,DLinear,82,334,406.587609795,6912.767767664671,334,406.587609795,519.5276767650353,0.0588169056823902,406.587609795,True
PV,DLinear,83,334,403.28807950715566,6749.093075449102,334,403.28807950715566,504.6683207451836,0.05975441070359218,403.28807950715566,True
PV,DLinear,84,334,385.065094001497,6555.239371257486,334,385.065094001497,484.56089394189394,0.05874157634729215,385.065094001497,True
PV,DLinear,85,334,369.44078392898206,6359.2640793413175,334,369.44078392898206,477.1013418791387,0.05809489578033818,369.44078392898206,True
PV,DLinear,86,334,363.3044300621557,6147.573525748503,334,363.3044300621557,470.37530568128705,0.059097207791088804,363.3044300621557,True
PV,DLinear,87,334,360.67755038643713,5913.150224550898,334,360.67755038643713,459.73188397139137,0.06099583752987275,360.67755038643713,True
PV,DLinear,88,334,356.17705868586825,5665.804364371258,334,356.17705868586825,456.64908916644805,0.06286434119145476,356.17705868586825,True
PV,DLinear,89,334,347.4638360188024,5412.666122754491,334,347.4638360188024,448.16370547455216,0.06419458140196148,347.4638360188024,True
PV,DLinear,90,334,340.79261213526945,5153.768151197605,334,340.79261213526945,438.183884099605,0.06612494045858036,340.79261213526945,True
PV,DLinear,91,334,335.8219281464072,4885.336993113772,334,335.8219281464072,431.95570050491614,0.06874079078265674,335.8219281464072,True
PV,DLinear,92,334,328.08959600742514,4612.7536526946105,334,328.08959600742514,418.8641938969006,0.07112662429214416,328.08959600742514,True
PV,DLinear,93,334,308.66218570488024,4330.901047904192,334,308.66218570488024,390.3623599759619,0.07126973862731127,308.66218570488024,True
PV,DLinear,94,334,285.4722000055988,4030.3562700598804,334,285.4722000055988,364.62680006567456,0.07083051246021917,285.4722000055988,True
PV,DLinear,95,334,277.9467111212874,3734.538818862275,334,277.9467111212874,351.3396267656967,0.0744259799141581,277.9467111212874,True
PV,DLinear,96,334,272.90066012910177,3444.3921781437125,334,272.90066012910177,340.39723956630615,0.07923042615785297,272.90066012910177,True
PV,DLinear,97,334,254.23842370287426,3138.0441422155686,334,254.23842370287426,318.6899014997542,0.08101811580106488,254.23842370287426,True
PV,DLinear,98,334,239.59419908444315,2825.4450793413175,334,239.59419908444315,298.8957981072183,0.08479874581044718,239.59419908444315,True
PV,DLinear,99,334,232.18652381583533,2519.6907934131737,334,232.18652381583533,286.260260112214,0.09214881620506912,232.18652381583533,True
PV,DLinear,100,334,215.80197834020362,2223.9771649700597,334,215.80197834020362,269.58819581982146,0.09703425994623864,215.80197834020362,True
PV,DLinear,101,334,206.76435095806585,1923.760845508982,334,206.76435095806585,256.9659420403445,0.10747923861781315,206.76435095806585,True
PV,DLinear,102,334,204.7656866692015,1628.8910928143712,314,212.26594755613564,252.38333353436158,0.1257086416473742,204.7656866692015,True
PV,DLinear,103,334,195.45754983184074,1369.4940200598803,301,212.35507350379734,245.98645023398262,0.14272245586241733,195.45754983184074,True
PV,DLinear,104,334,188.76813725621986,1132.3800350299402,309,177.37742255025185,229.5471697426842,0.16670034035987646,188.76813725621986,True
PV,DLinear,105,334,174.7415696193974,914.4424401197606,246,174.44540526208942,207.53783278172338,0.19109083519407985,174.7415696193974,True
