series,model_dlinear,n_dlinear,mae_kw_dlinear,mean_abs_actual_kw_dlinear,daylight_n_dlinear,daylight_mae_kw_dlinear,rmse_kw_dlinear,nmae_dlinear,all_day_mae_kw_dlinear,nmae_defined_dlinear,model_baseline,n_baseline,mae_kw_baseline,mean_abs_actual_kw_baseline,daylight_n_baseline,daylight_mae_kw_baseline,rmse_kw_baseline,nmae_baseline,all_day_mae_kw_baseline,nmae_defined_baseline,absolute_improvement_kw,relative_improvement_pct,scope,month,horizon_step,history_size_group
PV,DLinear,334,322.65000214251495,4898.395581137725,334,322.65000214251495,414.6434239444239,0.06586850669736533,322.65000214251495,True,B3,334,316.960332463,4898.39558114,334,316.960332463,404.043831898,0.064706969295,316.960332463,True,-5.689669679514964,-1.795073104354199,horizon,,53.0,
PV,DLinear,334,363.7493437679042,5167.71500748503,334,363.7493437679042,461.1675255728285,0.070388816573871,363.7493437679042,True,B3,334,349.317809025,5167.71500749,334,349.317809025,446.592019025,0.0675961829394,349.317809025,True,-14.431534742904205,-4.131348121982343,horizon,,54.0,
PV,DLinear,334,377.59752187,5433.671980239521,334,377.59752187,485.6487640983508,0.0694921451355912,377.59752187,True,B3,334,363.566556031,5433.67198024,334,363.566556031,472.189988787,0.0669099197289,363.566556031,True,-14.030965838999975,-3.859256470719932,horizon,,55.0,
PV,DLinear,334,384.8079584211078,5693.207715269461,334,384.8079584211078,499.2680512841847,0.06759071118888461,384.8079584211078,True,B3,334,371.695465056,5693.20771527,334,371.695465056,486.219507195,0.0652875292182,371.695465056,True,-13.11249336510781,-3.527751774731034,horizon,,56.0,
PV,DLinear,334,397.1352868642515,5938.282297904192,334,397.1352868642515,514.0083172829355,0.06687713162515246,397.1352868642515,True,B3,334,376.095792344,5938.2822979,334,376.095792344,497.643889182,0.0633341046243,376.095792344,True,-21.03949452025148,-5.594185031723908,horizon,,57.0,
PV,DLinear,334,403.06855460781435,6161.27268263473,334,403.06855460781435,523.0645981682984,0.06541969092584475,403.06855460781435,True,B3,334,388.863374252,6161.27268263,334,388.863374252,500.86606621,0.0631141314923,388.863374252,True,-14.20518035581432,-3.653000332864663,horizon,,58.0,
PV,DLinear,334,409.49433322161684,6364.7422386227545,334,409.49433322161684,533.2190561349971,0.06433792883814034,409.49433322161684,True,B3,334,391.834454619,6364.74223862,334,391.834454619,508.01666821,0.061563287236,391.834454619,True,-17.659878602616857,-4.506974410861452,horizon,,59.0,
PV,DLinear,334,425.8280433088324,6556.978068862275,334,425.8280433088324,555.5445019038726,0.06494272801231427,425.8280433088324,True,B3,334,410.462264756,6556.97806886,334,410.462264756,530.830276697,0.0625993041986,410.462264756,True,-15.365778552832353,-3.743530129856533,horizon,,60.0,
PV,DLinear,334,437.6289453974551,6743.350059281436,334,437.6289453974551,571.8354932384084,0.06489785367068551,437.6289453974551,True,B3,334,420.364007656,6743.35005928,334,420.364007656,542.277723229,0.0623375627783,420.364007656,True,-17.26493774145507,-4.107139866166571,horizon,,61.0,
PV,DLinear,334,450.6120150208083,6906.278846107784,334,450.6120150208083,580.4339402273039,0.06524671607703222,450.6120150208083,True,B3,334,430.390735629,6906.27884611,334,430.390735629,543.189561832,0.0623187602498,430.390735629,True,-20.22127939180831,-4.698353778980782,horizon,,62.0,
PV,DLinear,334,458.664173097994,7052.805426646707,334,458.664173097994,592.4988652530394,0.06503286924166123,458.664173097994,True,B3,334,440.559511335,7052.80542665,334,440.559511335,551.414362885,0.062465853612,440.559511335,True,-18.104661762994,-4.109470184432648,horizon,,63.0,
PV,DLinear,334,460.0479221631138,7207.4151853293415,334,460.0479221631138,599.1744289306127,0.06382980726565317,460.0479221631138,True,B3,334,446.68471296,7207.41518533,334,446.68471296,565.97363604,0.0619757154922,446.68471296,True,-13.363209203113797,-2.9916423856462835,horizon,,64.0,
PV,DLinear,334,463.6483617409282,7343.919296706587,334,463.6483617409282,604.824307300258,0.06313364063639061,463.6483617409282,True,B3,334,454.647856715,7343.91929671,334,454.647856715,578.354821549,0.0619080682053,454.647856715,True,-9.000505025928192,-1.9796651172976358,horizon,,65.0,
PV,DLinear,334,468.6621327081437,7448.55123502994,334,468.6621327081437,614.2273336804784,0.0629199045452038,468.6621327081437,True,B3,334,455.688948888,7448.55123503,334,455.688948888,584.003178171,0.0611781988885,455.688948888,True,-12.973183820143674,-2.8469384328502216,horizon,,66.0,
PV,DLinear,334,474.4805280673653,7532.427376946108,334,474.4805280673653,625.1142210132466,0.06299171625863524,474.4805280673653,True,B3,334,459.216472412,7532.42737695,334,459.216472412,587.309084425,0.0609652704808,459.216472412,True,-15.264055655365325,-3.323934695807409,horizon,,67.0,
PV,DLinear,334,487.4070040235929,7604.241228443113,334,487.4070040235929,634.9743988411217,0.06409673094016038,487.4070040235929,True,B3,334,461.318117622,7604.24122844,334,461.318117622,596.076760517,0.060665897328,461.318117622,True,-26.0888864015929,-5.655291956898581,horizon,,68.0,
PV,DLinear,334,501.49914272065865,7665.998353293414,334,501.49914272065865,646.2409434969765,0.06541863428723645,501.49914272065865,True,B3,334,477.906720488,7665.99835329,334,477.906720488,613.646712939,0.0623410935488,477.906720488,True,-23.592422232658635,-4.936616544870502,horizon,,69.0,
PV,DLinear,334,504.9866389400001,7712.440164670659,334,504.9866389400001,648.3363757000895,0.06547689552954403,504.9866389400001,True,B3,334,489.95894538,7712.44016467,334,489.95894538,622.369104732,0.063528395024,489.95894538,True,-15.027693560000102,-3.0671332163034593,horizon,,70.0,
PV,DLinear,334,507.2284460639222,7733.511822754491,334,507.2284460639222,649.4608912268077,0.06558837145260349,507.2284460639222,True,B3,334,496.726592429,7733.51182275,334,496.726592429,625.782724523,0.0642304044804,496.726592429,True,-10.501853634922213,-2.1142120826606043,horizon,,71.0,
PV,DLinear,334,504.5912678813473,7741.894311377246,334,504.5912678813473,651.6203511516633,0.06517671871854615,504.5912678813473,True,B3,334,495.076459581,7741.89431138,334,495.076459581,628.537917687,0.0639477161104,495.076459581,True,-9.514808300347283,-1.9218866331071343,horizon,,72.0,
PV,DLinear,334,506.6908154415869,7759.621300299401,334,506.6908154415869,646.067408882648,0.06529839483558772,506.6908154415869,True,B3,334,502.072728742,7759.6213003,334,502.072728742,629.638293292,0.0647032515263,502.072728742,True,-4.618086699586911,-0.9198043301730507,horizon,,73.0,
PV,DLinear,334,502.3370318037425,7751.905548802396,334,502.3370318037425,644.3804666318358,0.06480174824644881,502.3370318037425,True,B3,334,490.467719247,7751.9055488,334,490.467719247,623.79333039,0.06327060052,490.467719247,True,-11.8693125567425,-2.419998725902918,horizon,,74.0,
PV,DLinear,334,491.0153641533234,7697.990905688623,334,491.0153641533234,645.3505116733986,0.06378487194502598,491.0153641533234,True,B3,334,478.278801326,7697.99090569,334,478.278801326,616.01542962,0.0621303411742,478.278801326,True,-12.736562827323382,-2.6629996545972783,horizon,,75.0,
PV,DLinear,334,495.57163003083826,7612.251760479042,334,495.57163003083826,641.9162048748075,0.06510184445077415,495.57163003083826,True,B3,334,485.614772327,7612.25176048,334,485.614772327,626.777782111,0.0637938401943,485.614772327,True,-9.956857703838239,-2.050361371036208,horizon,,76.0,
PV,DLinear,334,487.6377067375149,7533.309773952096,334,487.6377067375149,629.7714534172742,0.06473087147214077,487.6377067375149,True,B3,334,481.877959581,7533.30977395,334,481.877959581,629.001403291,0.0639663008745,481.877959581,True,-5.759747156514891,-1.1952709274196884,horizon,,77.0,
PV,DLinear,334,471.20266344949107,7453.6548278443115,334,471.20266344949107,609.6185229839977,0.06321766627684967,471.20266344949107,True,B3,334,473.776363345,7453.65482784,334,473.776363345,607.166916442,0.0635629599555,473.776363345,True,2.5736998955089234,0.5432309618271894,horizon,,78.0,
PV,DLinear,334,455.8827789436527,7330.52559760479,334,455.8827789436527,596.796550445469,0.062189644231323594,455.8827789436527,True,B3,334,445.255367622,7330.5255976,334,445.255367622,580.039706777,0.0607398967091,445.255367622,True,-10.627411321652687,-2.3868126235986984,horizon,,79.0,
PV,DLinear,334,439.2801232131737,7186.9955344311375,334,439.2801232131737,571.0552327702986,0.06112152444073327,439.2801232131737,True,B3,334,429.930682763,7186.99553443,334,429.930682763,552.580652964,0.0598206414215,429.930682763,True,-9.349440450173688,-2.174639034852877,horizon,,80.0,
PV,DLinear,334,416.4108607693413,7047.655239520958,334,416.4108607693413,534.2863794764313,0.05908502141737079,416.4108607693413,True,B3,334,404.376325919,7047.65523952,334,404.376325919,523.251222953,0.0573774272685,404.376325919,True,-12.034534850341288,-2.9760730485374425,horizon,,81.0,
PV,DLinear,334,406.587609795,6912.767767664671,334,406.587609795,519.5276767650353,0.0588169056823902,406.587609795,True,B3,334,399.467317879,6912.76776766,334,399.467317879,511.500113624,0.0577868852686,399.467317879,True,-7.120291915999985,-1.7824466726854349,horizon,,82.0,
PV,DLinear,334,403.28807950715566,6749.093075449102,334,403.28807950715566,504.6683207451836,0.05975441070359218,403.28807950715566,True,B3,334,390.83452438,6749.09307545,334,390.83452438,496.423258735,0.0579091916515,390.83452438,True,-12.453555127155653,-3.1864009831043814,horizon,,83.0,
PV,DLinear,334,385.065094001497,6555.239371257486,334,385.065094001497,484.56089394189394,0.05874157634729215,385.065094001497,True,B3,334,366.773994867,6555.23937126,334,366.773994867,474.284469386,0.0559512741023,366.773994867,True,-18.291099134497017,-4.9870218146544865,horizon,,84.0,
PV,DLinear,334,369.44078392898206,6359.2640793413175,334,369.44078392898206,477.1013418791387,0.05809489578033818,369.44078392898206,True,B3,334,366.515429513,6359.26407934,334,366.515429513,469.24604475,0.0576348811655,366.515429513,True,-2.925354415982042,-0.7981531418388164,horizon,,85.0,
PV,DLinear,334,363.3044300621557,6147.573525748503,334,363.3044300621557,470.37530568128705,0.059097207791088804,363.3044300621557,True,B3,334,358.552459923,6147.57352575,334,358.552459923,460.769162595,0.0583242247402,358.552459923,True,-4.751970139155674,-1.3253207466980341,horizon,,86.0,
PV,DLinear,334,360.67755038643713,5913.150224550898,334,360.67755038643713,459.73188397139137,0.06099583752987275,360.67755038643713,True,B3,334,352.787024166,5913.15022455,334,352.787024166,446.520571163,0.059661434391,352.787024166,True,-7.8905262204371525,-2.2366259754282667,horizon,,87.0,
PV,DLinear,334,356.17705868586825,5665.804364371258,334,356.17705868586825,456.64908916644805,0.06286434119145476,356.17705868586825,True,B3,334,347.718008041,5665.80436437,334,347.718008041,445.705252181,0.0613713403568,347.718008041,True,-8.459050644868228,-2.4327329759322693,horizon,,88.0,
PV,DLinear,334,347.4638360188024,5412.666122754491,334,347.4638360188024,448.16370547455216,0.06419458140196148,347.4638360188024,True,B3,334,336.840091232,5412.66612275,334,336.840091232,433.992321078,0.0622318250548,336.840091232,True,-10.623744786802376,-3.1539430914965605,horizon,,89.0,
PV,DLinear,334,340.79261213526945,5153.768151197605,334,340.79261213526945,438.183884099605,0.06612494045858036,340.79261213526945,True,B3,334,318.7909645,5153.7681512,334,318.7909645,415.107850426,0.0618558994404,318.7909645,True,-22.001647635269478,-6.901590724121505,horizon,,90.0,
PV,DLinear,334,335.8219281464072,4885.336993113772,334,335.8219281464072,431.95570050491614,0.06874079078265674,335.8219281464072,True,B3,334,304.578025535,4885.33699311,334,304.578025535,399.779119896,0.0623453460762,304.578025535,True,-31.24390261140718,-10.25809480395914,horizon,,91.0,
PV,DLinear,334,328.08959600742514,4612.7536526946105,334,328.08959600742514,418.8641938969006,0.07112662429214416,328.08959600742514,True,B3,334,295.748720488,4612.75365269,334,295.748720488,386.96356965,0.0641154379261,295.748720488,True,-32.34087551942514,-10.935254585737885,horizon,,92.0,
PV,DLinear,334,308.66218570488024,4330.901047904192,334,308.66218570488024,390.3623599759619,0.07126973862731127,308.66218570488024,True,B3,334,280.007720274,4330.9010479,334,280.007720274,361.230234009,0.0646534559845,280.007720274,True,-28.654465430880236,-10.23345549288447,horizon,,93.0,
PV,DLinear,334,285.4722000055988,4030.3562700598804,334,285.4722000055988,364.62680006567456,0.07083051246021917,285.4722000055988,True,B3,334,245.568691018,4030.35627006,334,245.568691018,323.249346284,0.0609297725966,245.568691018,True,-39.90350898759877,-16.24942854977953,horizon,,94.0,
PV,DLinear,334,277.9467111212874,3734.538818862275,334,277.9467111212874,351.3396267656967,0.0744259799141581,277.9467111212874,True,B3,334,228.875056758,3734.53881886,334,228.875056758,301.241713301,0.0612860296435,228.875056758,True,-49.07165436328742,-21.44036797123468,horizon,,95.0,
PV,DLinear,334,272.90066012910177,3444.3921781437125,334,272.90066012910177,340.39723956630615,0.07923042615785297,272.90066012910177,True,B3,334,228.00886976,3444.39217814,334,228.00886976,294.277401484,0.0661971279598,228.00886976,True,-44.891790369101756,-19.68861580532127,horizon,,96.0,
PV,DLinear,334,254.23842370287426,3138.0441422155686,334,254.23842370287426,318.6899014997542,0.08101811580106488,254.23842370287426,True,B3,334,210.372700128,3138.04414222,334,210.372700128,271.940914663,0.0670394330336,210.372700128,True,-43.865723574874266,-20.85143345509395,horizon,,97.0,
PV,DLinear,334,239.59419908444315,2825.4450793413175,334,239.59419908444315,298.8957981072183,0.08479874581044718,239.59419908444315,True,B3,334,190.774905518,2825.44507934,334,190.774905518,248.292894827,0.0675203021685,190.774905518,True,-48.81929356644315,-25.589997507212473,horizon,,98.0,
PV,DLinear,334,232.18652381583533,2519.6907934131737,334,232.18652381583533,286.260260112214,0.09214881620506912,232.18652381583533,True,B3,334,177.120712147,2519.69079341,334,177.120712147,233.043303033,0.0702946221061,177.120712147,True,-55.06581166883532,-31.089425398839783,horizon,,99.0,
PV,DLinear,334,215.80197834020362,2223.9771649700597,334,215.80197834020362,269.58819581982146,0.09703425994623864,215.80197834020362,True,B3,334,161.47429521,2223.97716497,334,161.47429521,213.184690608,0.0726060940521,161.47429521,True,-54.32768313020361,-33.64478727685392,horizon,,100.0,
PV,DLinear,334,206.76435095806585,1923.760845508982,334,206.76435095806585,256.9659420403445,0.10747923861781315,206.76435095806585,True,B3,334,145.592870872,1923.76084551,334,145.592870872,190.749733597,0.0756813775539,145.592870872,True,-61.171480086065856,-42.01543641504646,horizon,,101.0,
PV,DLinear,334,204.7656866692015,1628.8910928143712,314,212.26594755613564,252.38333353436158,0.1257086416473742,204.7656866692015,True,B3,334,132.985698246,1628.89109281,314,141.341679936,170.540463548,0.0816418598106,132.985698246,True,-71.7799884232015,-53.97572022400577,horizon,,102.0,
PV,DLinear,334,195.45754983184074,1369.4940200598803,301,212.35507350379734,245.98645023398262,0.14272245586241733,195.45754983184074,True,B3,334,121.588578999,1369.49402006,301,134.793316801,156.656757905,0.0887835778895,121.588578999,True,-73.86897083284073,-60.75321501491374,horizon,,103.0,
PV,DLinear,334,188.76813725621986,1132.3800350299402,309,177.37742255025185,229.5471697426842,0.16670034035987646,188.76813725621986,True,B3,334,106.90796112,1132.38003503,309,115.228426213,142.508014456,0.094409966454,106.90796112,True,-81.86017613621986,-76.57070182484821,horizon,,104.0,
PV,DLinear,334,174.7415696193974,914.4424401197606,246,174.44540526208942,207.53783278172338,0.19109083519407985,174.7415696193974,True,B3,334,89.1698674081,914.44244012,246,120.496929443,125.966287659,0.097512826938,89.1698674081,True,-85.5717022112974,-95.96481939315328,horizon,,105.0,
PV,DLinear,334,160.55824911167215,726.8484383233532,268,170.88989618329478,187.81411262579414,0.22089646292979248,160.55824911167215,True,B3,334,72.5466363132,726.848438323,268,90.1720383264,104.756900824,0.0998098537304,72.5466363132,True,-88.01161279847216,-121.31728949982796,horizon,,106.0,
PV,DLinear,334,147.97638792392405,564.6207380239521,276,152.35537626130926,175.67321249545125,0.26208103592122517,147.97638792392405,True,B3,334,57.2495571429,564.620738024,276,68.7571343685,84.5851673517,0.101394712038,57.2495571429,True,-90.72683078102405,-158.47603948195055,horizon,,107.0,
PV,DLinear,334,132.57156351457715,422.56190119760475,182,167.92196874084837,167.5647100646343,0.31373288301394225,132.57156351457715,True,B3,334,43.3466638152,422.561901198,182,78.66116562,68.5831474753,0.102580624738,43.3466638152,True,-89.22489969937715,-205.84029276109922,horizon,,108.0,
PV,DLinear,334,117.14042642758756,301.3818422155689,236,132.75094316613968,154.11150700453024,0.38867778352685467,117.14042642758756,True,B3,334,34.0683006844,301.381842216,236,47.8683118039,57.0285984876,0.113040322648,34.0683006844,True,-83.07212574318756,-243.83994526978736,horizon,,109.0,
PV,DLinear,334,106.54722976371617,199.9325275449102,245,108.67905501482353,140.65134381224715,0.532915934550884,106.54722976371617,True,B3,334,25.296530154,199.932527545,245,33.9099826239,44.1573447229,0.126525335645,25.296530154,True,-81.25069960971618,-321.1930613213704,horizon,,110.0,
PV,DLinear,334,98.91245717931427,118.39704341317366,119,110.78542946612244,130.2198227373198,0.8354301283870456,98.91245717931427,True,B3,334,16.737927716,118.397043413,119,45.7353241296,31.3405749362,0.14137116294,16.737927716,True,-82.17452946331427,-490.94804839408266,horizon,,111.0,
PV,DLinear,334,96.36217998998816,59.352380538922155,203,104.22406861560995,121.35166736092164,1.6235604893184645,96.36217998998816,True,B3,334,10.0447362703,59.3523805389,203,16.2611278677,19.2840647115,0.169238978776,10.0447362703,True,-86.31744371968816,-859.3301147677636,horizon,,112.0,
PV,DLinear,334,96.57415182511082,20.388505988023955,201,93.31432280485454,120.23082006543055,4.736695856078797,96.57415182511082,True,B3,334,4.18898045337,20.388505988,201,6.53632366736,9.14643444393,0.205457940657,4.18898045337,True,-92.38517137174082,-2205.4333363484116,horizon,,113.0,
PV,DLinear,334,93.26798017168468,0.3008982035928144,20,134.932502186665,117.46324079349547,309.9652276352506,93.26798017168468,True,B3,334,0.180827630453,0.300898203593,20,2.50098214286,0.746977480708,0.600959488273,0.180827630453,True,-93.08715254123169,-51478.38983900557,horizon,,114.0,
PV,DLinear,334,80.00035282870085,0.2508682634730539,116,95.44541538644197,103.29568621408144,318.89387569860463,80.00035282870085,True,B3,334,0.173905774166,0.250868263473,116,0.423886453202,0.472215688719,0.693215521798,0.173905774166,True,-79.82644705453485,-45902.1256984471,horizon,,115.0,
PV,DLinear,334,69.94961898084485,0.6564982035928144,152,67.6831851421217,93.85971011455412,106.54959693420625,69.94961898084485,True,B3,334,0.164626005133,0.656498203593,152,0.330503665414,0.34780831619,0.250763831845,0.164626005133,True,-69.78499297571184,-42390.01785855954,horizon,,116.0,
PV,DLinear,334,64.73524907388641,0.0,0,,86.5601095623335,,64.73524907388641,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-64.73524907388641,,horizon,,117.0,
PV,DLinear,334,61.208219253736,0.017976646706586826,86,83.17083226882511,80.35162317742775,3404.874126569372,61.208219253736,True,B3,334,0.0124792985458,0.0179766467066,86,0.0408817275748,0.0339057759089,0.69419501587,0.0124792985458,True,-61.1957399551902,-490378.0427289006,horizon,,118.0,
PV,DLinear,334,58.83886147848421,0.04710508982035928,119,56.9208639914051,76.11408624050424,1249.097745124211,58.83886147848421,True,B3,334,0.0118103507271,0.0471050898204,119,0.0300280912365,0.0249721149141,0.250723452013,0.0118103507271,True,-58.82705112775711,-498097.41037387407,horizon,,119.0,
PV,DLinear,334,58.70816049834411,0.0,0,,74.7645307331129,,58.70816049834411,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-58.70816049834411,,horizon,,120.0,
PV,DLinear,334,59.28477316786562,0.0012562874251497006,53,67.4688560897949,75.24770450590266,47190.45337956892,59.28477316786562,True,B3,334,0.000890248075278,0.00125628742515,53,0.00463477088949,0.00245072844294,0.708634073267,0.000890248075278,True,-59.283882919790344,-6659254.264748353,horizon,,121.0,
PV,DLinear,334,60.41221691527407,0.0033538922155688625,87,45.95151271681097,76.40359799666133,18012.56958552182,60.41221691527407,True,B3,334,0.000840975192472,0.00335389221557,87,0.00287405582923,0.00180010353145,0.250746040248,0.000840975192472,True,-60.4113759400816,-7183490.842637784,horizon,,122.0,
PV,DLinear,334,61.448019108262024,0.0,0,,77.11688561264104,,61.448019108262024,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.448019108262024,,horizon,,123.0,
PV,DLinear,334,62.19443751276919,4.461077844311377e-05,12,56.19391434961333,76.99145232142669,1394157.189883551,62.19443751276919,True,B3,334,5.54319931565e-05,4.46107784431e-05,12,0.000771428571428,0.000225627968032,1.24256951103,5.54319931565e-05,True,-62.19438208077604,-112199433.1056867,horizon,,124.0,
PV,DLinear,334,62.342859440203334,0.00019850299401197603,47,27.96124912080987,76.33237232193002,314065.08375607716,62.342859440203334,True,B3,334,5.62018819504e-05,0.000198502994012,47,0.000287537993921,0.000180176702546,0.28312863607,5.62018819504e-05,True,-62.34280323832138,-110926540.31290436,horizon,,125.0,
PV,DLinear,334,61.89195331943087,0.0,0,,76.39577003463425,,61.89195331943087,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.89195331943087,,horizon,,126.0,
PV,DLinear,334,61.59802828712016,0.0,0,,77.01332911433896,,61.59802828712016,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.59802828712016,,horizon,,127.0,
PV,DLinear,334,61.44836809363945,0.0,0,,77.09397144494514,,61.44836809363945,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.44836809363945,,horizon,,128.0,
PV,DLinear,334,61.70461068963336,0.0,0,,76.92678627781463,,61.70461068963336,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.70461068963336,,horizon,,129.0,
PV,DLinear,334,61.99854548433459,0.0,0,,77.07814280704864,,61.99854548433459,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.99854548433459,,horizon,,130.0,
PV,DLinear,334,62.816846018894736,0.0,0,,77.67783299939114,,62.816846018894736,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-62.816846018894736,,horizon,,131.0,
PV,DLinear,334,63.211859327888895,0.0,0,,77.6018080915007,,63.211859327888895,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-63.211859327888895,,horizon,,132.0,
PV,DLinear,334,62.31714792777726,0.0,0,,76.32706484690765,,62.31714792777726,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-62.31714792777726,,horizon,,133.0,
PV,DLinear,334,60.891479992266255,0.0,0,,74.92538084427954,,60.891479992266255,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-60.891479992266255,,horizon,,134.0,
PV,DLinear,334,59.67490540638217,0.0,0,,73.53101381564025,,59.67490540638217,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-59.67490540638217,,horizon,,135.0,
PV,DLinear,334,58.78063217094538,0.0,0,,71.8307210111894,,58.78063217094538,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-58.78063217094538,,horizon,,136.0,
PV,DLinear,334,57.65588031745519,0.0,0,,69.79040442217722,,57.65588031745519,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-57.65588031745519,,horizon,,137.0,
PV,DLinear,334,56.555298210707,0.0,0,,68.2285345870946,,56.555298210707,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-56.555298210707,,horizon,,138.0,
PV,DLinear,334,56.44952988853591,0.0,0,,68.34074458322334,,56.44952988853591,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-56.44952988853591,,horizon,,139.0,
PV,DLinear,334,57.186435010391406,0.0,0,,69.66220666748346,,57.186435010391406,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-57.186435010391406,,horizon,,140.0,
PV,DLinear,334,57.745825234274314,0.0,0,,70.81202241441268,,57.745825234274314,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-57.745825234274314,,horizon,,141.0,
PV,DLinear,334,58.25269961344667,0.0,0,,71.45667662341518,,58.25269961344667,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-58.25269961344667,,horizon,,142.0,
PV,DLinear,334,59.440624396324836,0.0,0,,72.29220876797694,,59.440624396324836,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-59.440624396324836,,horizon,,143.0,
PV,DLinear,334,61.30073220476083,0.0,0,,73.58695919996525,,61.30073220476083,False,B3,334,0.0,0.0,0,,0.0,,0.0,False,-61.30073220476083,,horizon,,144.0,
Load,DLinear,4320,171.3771554983287,4479.804225347222,0,,216.95898415661304,0.03825550110619969,,True,B2,4320,150.157177731,4479.80422535,0,,190.224738906,0.033518691929,,True,-21.219977767328714,-14.131843770627718,history_size,,,31-60 days
Load,DLinear,8640,135.11405624012383,4398.502329571759,0,,170.56382864130123,0.03071819590312201,,True,B2,8640,132.463719294,4398.50232957,0,,168.192760893,0.0301156414999,,True,-2.6503369461238435,-2.0008021519020507,history_size,,,61-120 days
Load,DLinear,17280,215.65077278154342,4900.310303969907,0,,272.32166154482894,0.04400757490945776,,True,B2,17280,211.241990029,4900.31030397,0,,286.824487926,0.0431078803026,,True,-4.408782752543431,-2.087076888424588,history_size,,,121-240 days
Load,DLinear,17856,177.33069108614976,4481.143621298163,0,,227.94220459621445,0.03957264173442805,,True,B2,17856,171.356399826,4481.1436213,0,,242.245562164,0.0382394349094,,True,-5.974291260149755,-3.486471042935201,history_size,,,>240 days
PV,DLinear,4320,161.56866526193335,1966.0587460879628,2186,263.58782779087,271.47702651763603,0.08217896112383238,161.56866526193335,True,B3,4320,123.914249263,1966.05874609,2186,244.858199784,254.837762662,0.0630267277156,123.914249263,True,-37.654415998933345,-30.387478617583582,history_size,,,31-60 days
PV,DLinear,8640,210.3366920835535,2524.1679050810185,4889,323.91351731087053,350.0318984933983,0.08332912072138969,210.3366920835535,True,B3,8640,164.329290346,2524.16790508,4889,290.387389785,313.066432106,0.0651023610651,164.329290346,True,-46.007401737553494,-27.99707930380737,history_size,,,61-120 days
PV,DLinear,17280,232.29029902796424,2702.5446674363425,10711,332.5234045426506,374.85781234035903,0.08595243654134192,232.29029902796424,True,B3,17280,190.099873056,2702.54466744,10711,306.634381524,358.266114792,0.0703410660871,190.099873056,True,-42.19042597196423,-22.193821223402757,history_size,,,121-240 days
PV,DLinear,17856,177.59928351704838,2095.1603735103045,9094,278.44215456158116,277.2674876094414,0.08476643877122035,177.59928351704838,True,B3,17856,119.728486942,2095.16037351,9094,234.893518112,247.676370714,0.0571452612679,119.728486942,True,-57.870796575048374,-48.33502707094485,history_size,,,>240 days
