series,model_dlinear,n_dlinear,mae_kw_dlinear,mean_abs_actual_kw_dlinear,daylight_n_dlinear,daylight_mae_kw_dlinear,rmse_kw_dlinear,nmae_dlinear,all_day_mae_kw_dlinear,nmae_defined_dlinear,model_baseline,n_baseline,mae_kw_baseline,mean_abs_actual_kw_baseline,daylight_n_baseline,daylight_mae_kw_baseline,rmse_kw_baseline,nmae_baseline,all_day_mae_kw_baseline,nmae_defined_baseline,absolute_improvement_kw,relative_improvement_pct,scope,month,horizon_step,history_size_group
Load,DLinear,48096,182.9798097839074,4616.7763833894705,0,,235.34594306993804,0.03963367392933383,,True,B2,48096,176.795721172,4616.77638339,0,,244.286614995,0.0382941919839,,True,-6.184088611907413,-3.4978723302308166,global,,,
PV,DLinear,48096,201.68984587527223,2378.8535422010145,26880,307.0545876980297,328.1107178278096,0.08478447382206657,201.68984587527223,True,B3,48096,153.399706725,2378.8535422,26880,274.384169926,303.857739256,0.0644847208975,153.399706725,True,-48.29013915027224,-31.47994229013885,global,,,
Load,DLinear,4032,172.68449112925097,4516.8965253224205,0,,218.553954642443,0.03823078305229155,,True,B2,4032,146.437921776,4516.89652532,0,,184.382033337,0.0324200302032,,True,-26.246569353250976,-17.923341874107763,monthly,2025-02,,
Load,DLinear,4464,135.70316004975805,4355.698995407706,0,,170.27318856728948,0.031155311740511088,,True,B2,4464,141.230024933,4355.69899541,0,,180.778014184,0.0324241930128,,True,5.526864883241956,3.9133781119587843,monthly,2025-03,,
Load,DLinear,4320,132.68204149842362,4392.976799050925,0,,166.8592101127948,0.030203219267419923,,True,B2,4320,125.522644606,4392.97679905,0,,156.911322801,0.0285734822532,,True,-7.159396892423615,-5.703669576829005,monthly,2025-04,,
Load,DLinear,4464,172.34001019019487,4401.677752688172,0,,219.99239061796965,0.0391532547072407,,True,B2,4464,160.478890726,4401.67775269,0,,208.959762264,0.0364585732401,,True,-11.861119464194871,-7.391077674163653,monthly,2025-05,,
Load,DLinear,4320,232.90231370856944,4800.372629444444,0,,288.9620359885741,0.04851754888360066,,True,B2,4320,210.343720069,4800.37262944,0,,287.128129396,0.0438182066907,,True,-22.558593639569438,-10.724633771889856,monthly,2025-06,,
Load,DLinear,4464,244.80742221423833,5337.258656070789,0,,307.13191252406085,0.04586763317827695,,True,B2,4464,288.268041286,5337.25865607,0,,383.711442411,0.0540105061159,,True,43.4606190717617,15.07646108735412,monthly,2025-07,,
Load,DLinear,4464,211.78923925297937,5045.177050336021,0,,264.6699452735369,0.04197855439758525,,True,B2,4464,183.778354503,5045.17705034,0,,231.552029987,0.0364265421548,,True,-28.01088474997937,-15.241666966564399,monthly,2025-08,,
Load,DLinear,4320,214.12262732904628,4535.910432824075,0,,274.76185672457314,0.04720609687959221,,True,B2,4320,241.896897361,4535.91043282,0,,346.410293795,0.0533292931912,,True,27.774270031953705,11.481862865940021,monthly,2025-09,,
Load,DLinear,4464,174.24105524894938,4347.019491330645,0,,218.85768794351205,0.04008287876243529,,True,B2,4464,137.434468772,4347.01949133,0,,182.866686671,0.0316157930845,,True,-36.80658647694938,-26.781190196187605,monthly,2025-10,,
Load,DLinear,4320,150.5295533,4337.671346689815,0,,187.1183825917941,0.03470284889491981,,True,B2,4320,125.794936019,4337.67134669,0,,156.579955889,0.0290005687302,,True,-24.734617281,-19.662649438657926,monthly,2025-11,,
Load,DLinear,4464,169.9253917898432,4691.305896191756,0,,221.93264169702687,0.036221341253356104,,True,B2,4464,180.512255914,4691.30589619,0,,241.147296273,0.0384780399975,,True,10.586864124156818,5.86490045817201,monthly,2025-12,,
PV,DLinear,4032,153.45996903958232,1966.4803466517858,2036,246.43688184620876,245.23055339402848,0.07803788596253701,153.45996903958232,True,B3,4032,116.568321475,1966.48034665,2036,230.82264553,231.344148536,0.0592776437726,116.568321475,True,-36.891647564582314,-31.648090233927178,monthly,2025-02,,
PV,DLinear,4464,173.49027754600382,2304.1967555331544,2426,287.74507444651715,307.3621507533854,0.07529316979090223,173.49027754600382,True,B3,4464,161.254481423,2304.19675553,2426,296.694896973,310.605666521,0.0699829478692,161.254481423,True,-12.235796123003837,-7.587879738304517,monthly,2025-03,,
PV,DLinear,4320,247.85113773824295,2701.6856893287036,2526,362.8371668787901,396.7078432649893,0.09173944205176114,247.85113773824295,True,B3,4320,172.68998585,2701.68568933,2526,295.320826835,330.949653785,0.0639193472919,172.68998585,True,-75.16115188824296,-43.52374662508142,monthly,2025-04,,
PV,DLinear,4464,253.4513119514216,2806.502396550179,2747,338.2314821177678,370.7831298451845,0.09030860342858431,253.4513119514216,True,B3,4464,179.591938377,2806.50239655,2747,291.837873025,330.510268598,0.0639913718219,179.591938377,True,-73.8593735744216,-41.12621882802765,monthly,2025-05,,
PV,DLinear,4320,229.50043328347687,2369.8265653009257,2765,331.1119158239736,401.7840615808467,0.09684271273004925,229.50043328347687,True,B3,4320,207.311315235,2369.8265653,2765,323.900498998,399.402538106,0.0874795304729,207.311315235,True,-22.18911804847687,-10.703283621216794,monthly,2025-06,,
PV,DLinear,4464,225.4945081876704,2723.254275,2784,332.06695938185584,371.05544218620753,0.0828033247786494,225.4945081876704,True,B3,4464,181.134195974,2723.254275,2784,290.393556881,340.392289022,0.0665138755631,181.134195974,True,-44.3603122136704,-24.490302328135698,monthly,2025-07,,
PV,DLinear,4464,224.2561989939095,2915.9930929883512,2668,335.39142086681795,359.7617588450633,0.07690560019951506,224.2561989939095,True,B3,4464,189.730214734,2915.99309299,2668,317.291726119,355.311148958,0.0650653855079,189.730214734,True,-34.52598425990951,-18.197409573543474,monthly,2025-08,,
PV,DLinear,4320,211.61553368833899,2607.5995060879627,2415,315.93619727061815,330.3759543175518,0.0811533877017081,211.61553368833899,True,B3,4320,154.829997414,2607.59950609,2415,276.669410772,294.766447096,0.0593764483589,154.829997414,True,-56.785536274338995,-36.676055817853,monthly,2025-09,,
PV,DLinear,4464,192.97879202079275,2364.313051769713,2321,307.63170574839086,307.4214390568124,0.08162150603379112,192.97879202079275,True,B3,4464,144.342851494,2364.31305177,2321,277.320906881,294.0295189,0.0610506512183,144.342851494,True,-48.63594052679275,-33.69473446270003,monthly,2025-10,,
PV,DLinear,4320,190.4991682243498,1854.376335601852,2095,281.87962625537466,254.28865931240955,0.102729507795688,190.4991682243498,True,B3,4320,101.670740043,1854.3763356,2095,209.529218848,207.072834967,0.0548274576692,101.670740043,True,-88.8284281813498,-87.36872392566559,monthly,2025-11,,
PV,DLinear,4464,113.66895004860054,1513.8368958781361,2097,193.51626841342997,187.87615629921495,0.07508665587296591,113.66895004860054,True,B3,4464,75.4472176299,1513.83689588,2097,160.559696096,161.878973206,0.0498384058648,75.4472176299,True,-38.22173241870054,-50.660227930729064,monthly,2025-12,,
Load,DLinear,334,128.881983386497,3449.160176646707,0,,161.80531301060836,0.0373661925761293,,True,B2,334,175.747127844,3449.16017665,0,,247.148358899,0.0509535999616,,True,46.86514445750299,26.66623633195435,horizon,,1.0,
Load,DLinear,334,165.76978135568862,3444.099485329341,0,,210.27633239764648,0.048131531061111885,,True,B2,334,171.239744012,3444.09948533,0,,246.909302032,0.0497197437941,,True,5.469962656311367,3.194330082581791,horizon,,2.0,
Load,DLinear,334,176.2898588897006,3447.993263473054,0,,229.26341395813793,0.0511282492217312,,True,B2,334,196.980988024,3447.99326347,0,,264.829608913,0.0571291684676,,True,20.691129134299388,10.504124962444802,horizon,,3.0,
Load,DLinear,334,161.39527549149702,3459.9092206586824,0,,204.64835969419164,0.04664725725398405,,True,B2,334,162.97713024,3459.90922066,0,,232.560955982,0.0471044527025,,True,1.581854748502991,0.9705992160823748,horizon,,4.0,
Load,DLinear,334,173.12430028446107,3463.7817877245507,0,,219.03583702166455,0.04998129527039028,,True,B2,334,174.881495808,3463.78178772,0,,244.547617483,0.0504886007624,,True,1.7571955235389396,1.0047921396258759,horizon,,5.0,
Load,DLinear,334,188.1938767661976,3458.9917964071856,0,,241.0429318766291,0.054407147470448586,,True,B2,334,200.680988024,3458.99179641,0,,274.216198349,0.058017191088,,True,12.487111257802383,6.22236883561138,horizon,,6.0,
Load,DLinear,334,185.7325384847904,3459.082694011976,0,,238.11553239268014,0.053694159670224804,,True,B2,334,190.874227545,3459.08269401,0,,272.203129343,0.0551805910496,,True,5.141689060209586,2.693757625815353,horizon,,7.0,
Load,DLinear,334,174.28821012631738,3458.2600877245504,0,,222.0678710825389,0.0503976582747409,,True,B2,334,183.305449102,3458.26008772,0,,251.803951195,0.0530051079016,,True,9.01723897568263,4.919242182846951,horizon,,8.0,
Load,DLinear,334,180.99625646625748,3460.124131736527,0,,229.55225924513618,0.052309180126269395,,True,B2,334,182.819730539,3460.12413174,0,,249.883837406,0.0528361768476,,True,1.8234740727425276,0.9974164535558897,horizon,,9.0,
Load,DLinear,334,163.98964421781434,3475.3406928143713,0,,210.62911576067017,0.04718663829329884,,True,B2,334,169.879523952,3475.34069281,0,,239.971617985,0.0488814015568,,True,5.889879734185655,3.46709220579748,horizon,,10.0,
Load,DLinear,334,163.9823726608982,3485.9928991017964,0,,210.39594002521306,0.04704036336481064,,True,B2,334,170.323768263,3485.9928991,0,,236.364757844,0.0488594708002,,True,6.341395602101812,3.723141911885104,horizon,,11.0,
Load,DLinear,334,186.51540629796406,3487.613113772455,0,,237.59367991106816,0.05347938553201949,,True,B2,334,184.808263473,3487.61311377,0,,250.040047792,0.0529898980891,,True,-1.707142824964052,-0.9237372793200131,horizon,,12.0,
Load,DLinear,334,178.42200074302397,3492.633510179641,0,,229.1127919338997,0.05108523417157702,,True,B2,334,184.077492814,3492.63351018,0,,256.420164534,0.0527044971303,,True,5.655492070976038,3.072343057546202,horizon,,13.0,
Load,DLinear,334,163.0935557041916,3498.209605688623,0,,215.64796212163583,0.04662200785195277,,True,B2,334,178.505300898,3498.20960569,0,,255.8934248,0.0510276172725,,True,15.4117451938084,8.633774524497092,horizon,,14.0,
Load,DLinear,334,158.29012952458086,3500.6029940119756,0,,205.5371284400841,0.045217960961396395,,True,B2,334,163.294790419,3500.60299401,0,,230.257995071,0.0466476177671,,True,5.004660894419146,3.0648013213266805,horizon,,15.0,
Load,DLinear,334,158.5141618458982,3499.6606131736526,0,,203.4671903984451,0.04529415259559992,,True,B2,334,158.514156587,3499.66061317,0,,217.265790729,0.0452941510929,,True,-5.258898198690076e-06,-3.3176205279834085e-06,horizon,,16.0,
Load,DLinear,334,163.77985719482035,3497.0608125748504,0,,203.21811056038877,0.04683357424208786,,True,B2,334,164.170585629,3497.06081257,0,,225.086315431,0.0469453047652,,True,0.39072843417963554,0.23800148649199626,horizon,,17.0,
Load,DLinear,334,171.19093507613772,3497.257994011976,0,,214.24099374631265,0.04895004468336387,,True,B2,334,188.823742515,3497.25799401,0,,247.291885698,0.0539919396391,,True,17.632807438862272,9.33823639125336,horizon,,18.0,
Load,DLinear,334,162.56664330308382,3504.3874619760477,0,,208.59341667762564,0.04638946037417222,,True,B2,334,172.486310778,3504.38746198,0,,230.081448122,0.0492201026998,,True,9.919667474916167,5.750988255342397,horizon,,19.0,
Load,DLinear,334,163.43146958320358,3512.124912275449,0,,208.1055498860864,0.04653350141732829,,True,B2,334,165.315268263,3512.12491228,0,,221.293682504,0.047069871486,,True,1.8837986797964277,1.1395188717835143,horizon,,20.0,
Load,DLinear,334,160.7926413638623,3516.69251497006,0,,205.44727005710547,0.045722689908028885,,True,B2,334,165.40997006,3516.69251497,0,,218.457763528,0.0470356647207,,True,4.617328696137719,2.791445216066995,horizon,,21.0,
Load,DLinear,334,163.00638051826346,3519.7411299401197,0,,212.51686155816395,0.04631203673806449,,True,B2,334,164.614898802,3519.74112994,0,,225.269674749,0.0467690357686,,True,1.6085182837365437,0.9771401589058358,horizon,,22.0,
Load,DLinear,334,156.94527332038922,3523.7164356287426,0,,203.36871996338445,0.044539700111364156,,True,B2,334,155.323233832,3523.71643563,0,,216.882737642,0.0440793794477,,True,-1.6220394883892197,-1.0442993288072038,horizon,,23.0,
Load,DLinear,334,175.87056410922156,3527.3151796407187,0,,227.92807908202002,0.04985961139064845,,True,B2,334,175.191107784,3527.31517964,0,,238.548608287,0.0496669843386,,True,-0.6794563252215653,-0.3878372217722909,horizon,,24.0,
Load,DLinear,334,174.19693521041913,3526.9093805389225,0,,222.19818412610203,0.04939081683573092,,True,B2,334,163.977228743,3526.90938054,0,,225.273177337,0.0464931788855,,True,-10.219706467419115,-6.232393696222521,horizon,,25.0,
Load,DLinear,334,174.44169586347306,3525.311905688623,0,,219.4457627416969,0.04948262750367848,,True,B2,334,163.438085928,3525.31190569,0,,221.233933218,0.0463613122188,,True,-11.003609935473065,-6.732586149057403,horizon,,26.0,
Load,DLinear,334,174.59264422026945,3531.0204790419166,0,,219.42370152557626,0.04944537854043889,,True,B2,334,179.450508982,3531.02047904,0,,235.396601799,0.050821146478,,True,4.8578647617305535,2.707077728165055,horizon,,27.0,
Load,DLinear,334,168.87865678748503,3548.67437005988,0,,213.01418010371722,0.04758922323567135,,True,B2,334,159.796658982,3548.67437006,0,,215.562921075,0.045029958322,,True,-9.081997805485031,-5.683471646618129,horizon,,28.0,
Load,DLinear,334,165.74196857820357,3552.5327482035927,0,,208.27397201852673,0.04665459274429327,,True,B2,334,155.764999401,3552.5327482,0,,206.616302065,0.0438461825524,,True,-9.976969177203557,-6.40514185829317,horizon,,29.0,
Load,DLinear,334,180.26349289838325,3536.092155688623,0,,227.85880409346805,0.050978165998413726,,True,B2,334,175.990778443,3536.09215569,0,,235.29693418,0.0497698506415,,True,-4.2727144553832375,-2.4278058732305037,horizon,,30.0,
Load,DLinear,334,179.08913955934133,3523.648140419162,0,,226.08397724387302,0.050824921337928326,,True,B2,334,173.968238623,3523.64814042,0,,228.670565875,0.0493716261358,,True,-5.120900936341343,-2.9435838270677985,horizon,,31.0,
Load,DLinear,334,168.4331289348204,3550.15700988024,0,,214.4302069623653,0.04744385345945651,,True,B2,334,159.633252096,3550.15700988,0,,212.547931076,0.0449651245428,,True,-8.799876838820381,-5.512558770354641,horizon,,32.0,
Load,DLinear,334,172.51858624014972,3538.544700598802,0,,214.7157140705444,0.04875410679733837,,True,B2,334,158.720898204,3538.5447006,0,,209.232069902,0.0448548518199,,True,-13.797688036149708,-8.693050626777504,horizon,,33.0,
Load,DLinear,334,203.11314966089822,3445.6984943113775,0,,248.14612707080772,0.05894687245451821,,True,B2,334,159.544292515,3445.69849431,0,,204.721280438,0.0463024529797,,True,-43.56885714589822,-27.30831448690148,horizon,,34.0,
Load,DLinear,334,173.59796618395208,3784.6194811377245,0,,219.16232027334294,0.045869331659140915,,True,B2,334,151.050997904,3784.61948114,0,,207.816819647,0.0399118058386,,True,-22.54696827995207,-14.926725803083887,horizon,,35.0,
Load,DLinear,334,201.8398177612575,4359.280898203593,0,,253.07411181876083,0.046301172710488385,,True,B2,334,182.841317365,4359.2808982,0,,236.537497087,0.0419429996908,,True,-18.998500396257498,-10.390704174555594,horizon,,36.0,
Load,DLinear,334,174.0176560223952,4413.700094610778,0,,217.40689173023753,0.03942670600453222,,True,B2,334,151.890490719,4413.70009461,0,,195.611435089,0.0344134144737,,True,-22.127165303395174,-14.567841079880901,horizon,,37.0,
Load,DLinear,334,166.61035078622754,4330.216653293413,0,,209.1520199430411,0.03847621588622118,,True,B2,334,148.852263473,4330.21665329,0,,191.601494545,0.0343752461808,,True,-17.75808731322755,-11.930008250394291,horizon,,38.0,
Load,DLinear,334,181.96693865928142,4350.379850299401,0,,228.16253623563838,0.0418278276658435,,True,B2,334,163.21257485,4350.3798503,0,,218.320032125,0.037516856106,,True,-18.754363809281415,-11.49075910757339,horizon,,39.0,
Load,DLinear,334,181.71369281458084,4339.863036826347,0,,225.77433353475223,0.041870835847267744,,True,B2,334,161.375113174,4339.86303683,0,,211.927827768,0.0371843792775,,True,-20.338579640580832,-12.603293804448708,horizon,,40.0,
Load,DLinear,334,176.91432017431137,4391.8630185628745,0,,223.1216575346122,0.04028229464957268,,True,B2,334,159.697099102,4391.86301856,0,,213.253405869,0.0363620400788,,True,-17.21722107231136,-10.781173339482242,horizon,,41.0,
Load,DLinear,334,178.4707757650599,4484.039970059881,0,,225.92497472561138,0.03980133472420331,,True,B2,334,162.80502994,4484.03997006,0,,214.25991094,0.036307666976,,True,-15.6657458250599,-9.622396697960339,horizon,,42.0,
Load,DLinear,334,169.8195977075449,4481.806088922156,0,,217.36084709900888,0.03789088468760266,,True,B2,334,147.329865868,4481.80608892,0,,198.55252901,0.0328728782426,,True,-22.489731839544874,-15.26488312946305,horizon,,43.0,
Load,DLinear,334,177.9741174106287,4499.83665748503,0,,223.6348092653118,0.039551239513235775,,True,B2,334,159.468901497,4499.83665749,0,,214.048188278,0.0354388200362,,True,-18.505215913628717,-11.604278790355151,horizon,,44.0,
Load,DLinear,334,183.00107757505987,4477.676886227545,0,,232.66957067506308,0.04086964786091092,,True,B2,334,174.482095808,4477.67688623,0,,231.418968218,0.038967102862,,True,-8.51898176705987,-4.882438927392386,horizon,,45.0,
Load,DLinear,334,215.81413503272452,4341.91077994012,0,,267.8571115676813,0.04970487556533828,,True,B2,334,164.933681138,4341.91077994,0,,217.279967872,0.03798642798,,True,-50.880453894724525,-30.84903795492981,horizon,,46.0,
Load,DLinear,334,183.19024282784432,4868.000047305389,0,,233.36141714306353,0.03763152034668665,,True,B2,334,157.900342515,4868.00004731,0,,205.951626754,0.0324363888621,,True,-25.28990031284431,-16.016368242166322,horizon,,47.0,
Load,DLinear,334,234.73029512191619,5752.928023952096,0,,299.3894753722334,0.040801882822907844,,True,B2,334,177.555568862,5752.92802395,0,,230.797462881,0.0308635130012,,True,-57.174726259916184,-32.201032401497706,horizon,,48.0,
Load,DLinear,334,210.37644647131734,5840.449403592814,0,,268.89043031945437,0.0360205922410529,,True,B2,334,159.251426946,5840.44940359,0,,211.5155049,0.0272669816895,,True,-51.12501952531733,-32.103335276645986,horizon,,49.0,
Load,DLinear,334,193.79810264586825,5706.233170059881,0,,247.94378032427713,0.033962527795518484,,True,B2,334,162.520147006,5706.23317006,0,,221.560036923,0.0284811612429,,True,-31.277955639868253,-19.245586603311104,horizon,,50.0,
Load,DLinear,334,191.42141889589817,5725.102964071856,0,,246.80798069006138,0.03343545436600389,,True,B2,334,169.072245509,5725.10296407,0,,230.613222492,0.0295317388299,,True,-22.349173386898173,-13.218712107132031,horizon,,51.0,
Load,DLinear,334,196.72222773290423,5706.071458682634,0,,243.61455378281326,0.03447594884805766,,True,B2,334,158.363348204,5706.07145868,0,,210.015227266,0.0277534814189,,True,-38.358879528904225,-24.222069035501324,horizon,,52.0,
Load,DLinear,334,188.79737925550896,5776.496773652695,0,,235.19773930413518,0.03268371586679262,,True,B2,334,151.297569461,5776.49677365,0,,198.727084626,0.026191924862,,True,-37.49980979450896,-24.78546742561869,horizon,,53.0,
Load,DLinear,334,195.4079847200299,5910.296556886227,0,,242.06941559485801,0.03306229777799481,,True,B2,334,162.833892216,5910.29655689,0,,215.029573542,0.0275508835552,,True,-32.57409250402989,-20.004491731254685,horizon,,54.0,
Load,DLinear,334,181.37680964526947,5914.680398802395,0,,229.24499188387585,0.030665530073610517,,True,B2,334,146.566884132,5914.6803988,0,,198.45444549,0.0247801866288,,True,-34.80992551326946,-23.75019822480445,horizon,,55.0,
Load,DLinear,334,188.18359286946108,5885.687137724551,0,,234.21006443929195,0.03197308801266223,,True,B2,334,154.258317665,5885.68713772,0,,205.636208405,0.0262090583572,,True,-33.92527520446109,-21.992509524274727,horizon,,56.0,
Load,DLinear,334,199.87815381302394,5882.022724550899,0,,247.63942005100054,0.03398119374458638,,True,B2,334,173.010269461,5882.02272455,0,,226.218383203,0.0294133969831,,True,-26.867884352023935,-15.529647133507584,horizon,,57.0,
Load,DLinear,334,180.51850154754493,5865.2674988023955,0,,224.67607678000837,0.030777539401980258,,True,B2,334,150.809968862,5865.2674988,0,,196.284093672,0.0257123769535,,True,-29.708532685544924,-19.699316238656596,horizon,,58.0,
Load,DLinear,334,182.4615555180539,5855.904532335329,0,,228.74791753978383,0.031158560476956476,,True,B2,334,157.497548204,5855.90453234,0,,202.331195772,0.0268955115873,,True,-24.9640073140539,-15.85041011668262,horizon,,59.0,
Load,DLinear,334,199.3534838551796,5860.536197604791,0,,250.7096438007058,0.034016253314271085,,True,B2,334,168.748592814,5860.5361976,0,,219.158852246,0.0287940535003,,True,-30.6048910411796,-18.13638296522761,horizon,,60.0,
Load,DLinear,334,193.31886412646705,5859.710514371258,0,,243.9801223819366,0.03299119703137929,,True,B2,334,155.013753892,5859.71051437,0,,213.423715526,0.0264541658691,,True,-38.30511023446704,-24.710781638869722,horizon,,61.0,
Load,DLinear,334,185.6562865887126,5849.3060269461075,0,,230.81353136460805,0.03173988260033691,,True,B2,334,159.169503293,5849.30602695,0,,217.806517136,0.0272116901663,,True,-26.4867832957126,-16.640614406489412,horizon,,62.0,
Load,DLinear,334,176.26317063323356,5833.716856287425,0,,224.92675097998602,0.030214557026925604,,True,B2,334,166.574221557,5833.71685629,0,,220.679081908,0.0285537035239,,True,-9.68894907623357,-5.816595740726972,horizon,,63.0,
Load,DLinear,334,172.40617056242513,5820.123976047905,0,,214.84218048290595,0.029622422352503865,,True,B2,334,152.893007485,5820.12397605,0,,204.035689892,0.0262697166099,,True,-19.513163077425133,-12.76262623020188,horizon,,64.0,
Load,DLinear,334,177.1995500052096,5809.550061676647,0,,223.72033899676026,0.0305014240559052,,True,B2,334,155.317517365,5809.55006168,0,,205.016238509,0.0267348616875,,True,-21.882032640209616,-14.08857996924217,horizon,,65.0,
Load,DLinear,334,188.91374824643717,5804.034850299401,0,,234.96399130028342,0.032548692955675834,,True,B2,334,160.142874251,5804.0348503,0,,210.076253889,0.0275916458777,,True,-28.77087399543717,-17.96575347482719,horizon,,66.0,
Load,DLinear,334,182.7039727610479,5803.185326347305,0,,224.9275592384878,0.03148339446123585,,True,B2,334,163.54608024,5803.18532635,0,,215.320019478,0.0281821225831,,True,-19.1578925210479,-11.714064007485929,horizon,,67.0,
Load,DLinear,334,179.6094330238922,5788.42309760479,0,,228.80934958658614,0.031029078212719687,,True,B2,334,170.535357186,5788.4230976,0,,223.660440796,0.0294614533717,,True,-9.074075837892195,-5.320935193512543,horizon,,68.0,
Load,DLinear,334,196.39505675625753,5781.265658682634,0,,246.2436433773246,0.03397094483304019,,True,B2,334,193.936137725,5781.26565868,0,,251.241185587,0.0335456194498,,True,-2.4589190312575226,-1.2679014133736393,horizon,,69.0,
Load,DLinear,334,186.70133892011975,5799.506463473054,0,,234.70543236652574,0.032192625371834316,,True,B2,334,171.252915569,5799.50646347,0,,233.118324672,0.0295288774394,,True,-15.448423351119743,-9.020823557830392,horizon,,70.0,
Load,DLinear,334,168.73027319446103,5679.445606886227,0,,211.59164463155767,0.029708933736398244,,True,B2,334,151.091050898,5679.44560689,0,,204.555231725,0.0266031337134,,True,-17.639222296461043,-11.674564569922213,horizon,,71.0,
Load,DLinear,334,189.66334823000003,5486.479790419162,0,,241.9821698093949,0.034569223887637786,,True,B2,334,171.298712575,5486.47979042,0,,226.037915799,0.0312219709392,,True,-18.36463565500003,-10.720825264205889,horizon,,72.0,
Load,DLinear,334,185.07370710005986,5465.7935083832335,0,,235.6034991104472,0.03386035473462373,,True,B2,334,176.999936527,5465.79350838,0,,239.376889864,0.0323832095478,,True,-8.073770573059875,-4.56145393692177,horizon,,73.0,
Load,DLinear,334,166.10518373086825,5487.716970059881,0,,218.79402944436563,0.030268540567436688,,True,B2,334,152.716389222,5487.71697006,0,,221.95766145,0.0278287655968,,True,-13.388794508868244,-8.767097347623436,horizon,,74.0,
Load,DLinear,334,187.48439857293414,5458.657634730539,0,,234.18609839955997,0.03434624611370944,,True,B2,334,176.945359281,5458.65763473,0,,235.736161295,0.0324155444657,,True,-10.539039291934131,-5.956098162030628,horizon,,75.0,
Load,DLinear,334,180.58199156508985,5436.174626047904,0,,226.08050520402145,0.03321857813393549,,True,B2,334,170.713026048,5436.17462605,0,,222.007839177,0.0314031534657,,True,-9.868965517089862,-5.781026641935906,horizon,,76.0,
Load,DLinear,334,180.0750203011078,5541.999201796407,0,,227.0653013920247,0.0324927907320408,,True,B2,334,175.844863174,5541.9992018,0,,241.804100733,0.0317294999098,,True,-4.230157127107788,-2.4056188226107067,horizon,,77.0,
Load,DLinear,334,195.09255627637728,5703.486556886228,0,,252.15770070716727,0.03420584134468206,,True,B2,334,189.707065868,5703.48655689,0,,263.977450138,0.0332615960389,,True,-5.385490408377279,-2.8388454503453,horizon,,78.0,
Load,DLinear,334,190.45588389062877,5718.1736643712575,0,,241.16015002931107,0.03330711780884157,,True,B2,334,170.657004491,5718.17366437,0,,234.934118432,0.0298446697333,,True,-19.79887939962876,-11.601562712694221,horizon,,79.0,
Load,DLinear,334,174.4467718511078,5694.81336497006,0,,220.19956861744527,0.030632570493734683,,True,B2,334,165.288436228,5694.81336497,0,,219.146895263,0.0290243815968,,True,-9.158335623107803,-5.540820538996892,horizon,,80.0,
Load,DLinear,334,169.8462663293114,5700.551077844311,0,,219.57283989459904,0.029794710021884326,,True,B2,334,176.079820359,5700.55107784,0,,238.70912024,0.0308882102721,,True,6.233554029688605,3.5401865000653316,horizon,,81.0,
Load,DLinear,334,172.82220453790418,5693.461542215569,0,,222.2042730696283,0.030354504593817222,,True,B2,334,172.920898802,5693.46154222,0,,235.396889932,0.0303718392616,,True,0.09869426409582616,0.0570748040170866,horizon,,82.0,
Load,DLinear,334,178.71786610547906,5681.687266467066,0,,230.1787187516936,0.031455069194015625,,True,B2,334,179.391262874,5681.68726647,0,,240.751715461,0.0315735897562,,True,0.673396768520945,0.3753787992417012,horizon,,83.0,
Load,DLinear,334,182.72087771787426,5676.30251497006,0,,235.2504534870728,0.032190123277606536,,True,B2,334,185.117904192,5676.30251497,0,,252.619192331,0.0326124098748,,True,2.397026474125738,1.2948647428719795,horizon,,84.0,
Load,DLinear,334,169.2579779242814,5675.638411377246,0,,220.96031934724527,0.02982183952821783,,True,B2,334,164.787259281,5675.63841138,0,,233.857148092,0.0290341363099,,True,-4.470718643281401,-2.7130244551599727,horizon,,85.0,
Load,DLinear,334,169.95061303071856,5671.149004191617,0,,225.27755603741065,0.02996758027431583,,True,B2,334,170.933901796,5671.14900419,0,,247.267226676,0.030140964674,,True,0.9832887652814293,0.5752450245094909,horizon,,86.0,
Load,DLinear,334,191.03763920673654,5661.897694610779,0,,249.3080339787057,0.03374092036113154,,True,B2,334,201.651766467,5661.89769461,0,,282.143471622,0.035615579324,,True,10.614127260263444,5.263592502176484,horizon,,87.0,
Load,DLinear,334,177.01042414727544,5657.161128443114,0,,237.61404836686947,0.03128962038173196,,True,B2,334,181.53418503,5657.16112844,0,,256.936409461,0.0320892725005,,True,4.5237608827245595,2.491960884379419,horizon,,88.0,
Load,DLinear,334,172.13107516212577,5669.028073353294,0,,227.16192987328927,0.030363419079050054,,True,B2,334,173.922185928,5669.02807335,0,,243.077180945,0.0306793657886,,True,1.7911107658742367,1.029834552916508,horizon,,89.0,
Load,DLinear,334,182.63937407787424,5682.740359281437,0,,233.88533961626473,0.03213931352319752,,True,B2,334,188.859820359,5682.74035928,0,,257.939534225,0.0332339344082,,True,6.22044628112576,3.29368431533051,horizon,,90.0,
Load,DLinear,334,167.03360502119762,5670.277778143713,0,,223.47110773850594,0.029457746437931944,,True,B2,334,169.508999701,5670.27777814,0,,244.920169413,0.0298943025955,,True,2.4753946798023776,1.4603323033990947,horizon,,91.0,
Load,DLinear,334,167.52232843275445,5659.083301497006,0,,223.5978096711423,0.02960237895569403,,True,B2,334,171.814534731,5659.0833015,0,,245.190160451,0.0303608421323,,True,4.29220629824556,2.4981625128314184,horizon,,92.0,
