path_scope,baseline_model,target_dataset,target_metric,unit,resolution,assumption,issue_count,n,mae,rmse,wape_pct,smape_pct,bias,mean_pinball_loss,q10_q90_coverage_pct,q10_q90_mean_width
latest_available_6h_path,TiRex_historical_only,A2_LOAD,load_kw,kW,10min,online_actual_load_available_through_issue_time,1336,48096,288.93748446,418.38660830,6.25842494,6.89156388,8.22120897,115.01269306,86.69535928,1098.45141585
latest_available_6h_path,TiRex_historical_only,A2_PV_ACTUAL,pv_actual_kw,kW,10min,historical_actual_pv_available_through_issue_time,1336,48096,195.32404960,357.69494343,8.21084805,76.88973141,-101.23197426,76.57514897,80.22288756,575.53791102
latest_available_6h_path,TiRex_historical_only,A4_PRICE,electricity_price_cny_per_kwh,CNY/kWh,10min,future_price_unknown; actual_price_used_only_for_settlement_evaluation,1336,48096,0.06324165,0.08397342,8.34842885,9.95862583,-0.00700550,0.02489477,82.14196607,0.21517881
latest_available_6h_path,TiRex_historical_only,A2_PV_ACTUAL,pv_actual_kw,kW,hourly_endpoint_proxy,Attachment3 forecast point matched to same-time ten-minute actual interval,1336,8016,204.45832974,367.38474273,8.59836384,76.45314644,-105.92174894,,,
latest_available_6h_path,Official_Attachment3,A2_PV_ACTUAL,pv_actual_kw,kW,hourly_endpoint_proxy,Attachment3 forecast point matched to same-time ten-minute actual interval,1336,8016,57.50776005,132.32669043,2.41845194,1.24447076,-0.65440067,,,
