series,model,forecast_date,fit_predict_seconds,selected_observations
PV,B1,2025-03-04,0.009212299992213957,144
PV,B2,2025-03-04,0.009109499995247461,144
PV,B3,2025-03-04,0.009550799994030967,1008
PV,B4,2025-03-04,0.009716000000480562,1152
Load,B0,2025-03-05,0.008612599995103665,1
Load,B1,2025-03-05,0.010387199989054352,144
Load,B2,2025-03-05,0.008835200002067722,144
Load,B3,2025-03-05,0.009810999996261671,1008
Load,B4,2025-03-05,0.010134899988770485,1296
PV,B0,2025-03-05,0.00791620000381954,1
PV,B1,2025-03-05,0.0088392999896314,144
PV,B2,2025-03-05,0.008688599991728552,144
PV,B3,2025-03-05,0.009162499991361983,1008
PV,B4,2025-03-05,0.010624799993820488,1296
Load,B0,2025-03-06,0.008085299996309914,1
Load,B1,2025-03-06,0.009374500004923902,144
Load,B2,2025-03-06,0.00872880000679288,144
Load,B3,2025-03-06,0.009602800011634827,1008
Load,B4,2025-03-06,0.010089399991557002,1296
PV,B0,2025-03-06,0.007641899996087886,1
PV,B1,2025-03-06,0.00882149999961257,144
PV,B2,2025-03-06,0.00863029999891296,144
PV,B3,2025-03-06,0.009096900001168251,1008
PV,B4,2025-03-06,0.01011629999266006,1296
Load,B0,2025-03-07,0.00779480001074262,1
Load,B1,2025-03-07,0.0086717999947723,144
Load,B2,2025-03-07,0.010023699986049905,144
Load,B3,2025-03-07,0.01047120000293944,1008
Load,B4,2025-03-07,0.010736199998063967,1296
PV,B0,2025-03-07,0.008844299998600036,1
PV,B1,2025-03-07,0.009616900002583861,144
PV,B2,2025-03-07,0.009582300001056865,144
PV,B3,2025-03-07,0.010369900002842769,1008
PV,B4,2025-03-07,0.01065060000109952,1296
Load,B0,2025-03-08,0.008489300002111122,1
Load,B1,2025-03-08,0.010272300001815893,144
Load,B2,2025-03-08,0.00879490000079386,144
Load,B3,2025-03-08,0.00921270000981167,1008
Load,B4,2025-03-08,0.009744299997691996,1296
PV,B0,2025-03-08,0.007777000006171875,1
PV,B1,2025-03-08,0.009354499998153187,144
PV,B2,2025-03-08,0.008835899992845953,144
PV,B3,2025-03-08,0.010424899999634363,1008
PV,B4,2025-03-08,0.010815600006026216,1296
Load,B0,2025-03-09,0.007984100011526607,1
Load,B1,2025-03-09,0.00931039999704808,144
Load,B2,2025-03-09,0.00988379999762401,144
Load,B3,2025-03-09,0.009471400000620633,1008
Load,B4,2025-03-09,0.010568099998636171,1296
PV,B0,2025-03-09,0.007848599998396821,1
PV,B1,2025-03-09,0.010596699998131953,144
PV,B2,2025-03-09,0.009038999996846542,144
PV,B3,2025-03-09,0.009495200007222593,1008
PV,B4,2025-03-09,0.010382099993876182,1296
Load,B0,2025-03-10,0.008410499998717569,1
Load,B1,2025-03-10,0.009195099992211908,144
Load,B2,2025-03-10,0.009194000012939796,144
Load,B3,2025-03-10,0.009536400000797585,1008
Load,B4,2025-03-10,0.009968700003810227,1296
PV,B0,2025-03-10,0.008606099989265203,1
PV,B1,2025-03-10,0.009182900001178496,144
PV,B2,2025-03-10,0.009032899994053878,144
PV,B3,2025-03-10,0.011051699999370612,1008
PV,B4,2025-03-10,0.010648600000422448,1296
Load,B0,2025-03-11,0.008490599997458048,1
Load,B1,2025-03-11,0.009506600006716326,144
Load,B2,2025-03-11,0.009267599991289899,144
Load,B3,2025-03-11,0.009824000007938594,1008
Load,B4,2025-03-11,0.010429799993289635,1296
PV,B0,2025-03-11,0.010812900000018999,1
PV,B1,2025-03-11,0.009964900003978983,144
PV,B2,2025-03-11,0.008980099999462254,144
PV,B3,2025-03-11,0.009567400004016235,1008
PV,B4,2025-03-11,0.010146000000531785,1296
Load,B0,2025-03-12,0.008290099998703226,1
Load,B1,2025-03-12,0.009098499998799525,144
Load,B2,2025-03-12,0.009323200007202104,144
Load,B3,2025-03-12,0.009446200012462214,1008
Load,B4,2025-03-12,0.010299000001396053,1440
PV,B0,2025-03-12,0.008184299993445165,1
PV,B1,2025-03-12,0.00888509998912923,144
PV,B2,2025-03-12,0.008984600004623644,144
PV,B3,2025-03-12,0.009319299992057495,1008
PV,B4,2025-03-12,0.010743399994680658,1440
Load,B0,2025-03-13,0.009009400004288182,1
Load,B1,2025-03-13,0.010804399993503466,144
Load,B2,2025-03-13,0.008945399997173809,144
Load,B3,2025-03-13,0.010352400000556372,1008
Load,B4,2025-03-13,0.010215300004347228,1440
PV,B0,2025-03-13,0.008164200000464916,1
PV,B1,2025-03-13,0.009696799999801442,144
PV,B2,2025-03-13,0.009024600003613159,144
PV,B3,2025-03-13,0.009742299997014925,1008
PV,B4,2025-03-13,0.010051599994767457,1440
Load,B0,2025-03-14,0.00799620000179857,1
Load,B1,2025-03-14,0.008883900009095669,144
Load,B2,2025-03-14,0.008955900004366413,144
Load,B3,2025-03-14,0.010377500002505258,1008
Load,B4,2025-03-14,0.010530999992624857,1440
PV,B0,2025-03-14,0.008486800012178719,1
PV,B1,2025-03-14,0.00984759999846574,144
PV,B2,2025-03-14,0.010256699999445118,144
PV,B3,2025-03-14,0.010436299999128096,1008
PV,B4,2025-03-14,0.01021339998987969,1440
Load,B0,2025-03-15,0.008134500007145107,1
Load,B1,2025-03-15,0.009202600005664863,144
Load,B2,2025-03-15,0.009140499998466112,144
Load,B3,2025-03-15,0.01095720000739675,1008
Load,B4,2025-03-15,0.010372400007327087,1440
PV,B0,2025-03-15,0.009494300000369549,1
PV,B1,2025-03-15,0.009951600004569627,144
PV,B2,2025-03-15,0.009600900011719204,144
PV,B3,2025-03-15,0.009417699999175966,1008
PV,B4,2025-03-15,0.01003330000094138,1440
Load,B0,2025-03-16,0.008181799988960847,1
Load,B1,2025-03-16,0.009536800003843382,144
Load,B2,2025-03-16,0.009024600003613159,144
Load,B3,2025-03-16,0.009669299994129688,1008
Load,B4,2025-03-16,0.010741199992480688,1440
PV,B0,2025-03-16,0.007974199994350784,1
PV,B1,2025-03-16,0.00907549999828916,144
PV,B2,2025-03-16,0.009040300006745383,144
PV,B3,2025-03-16,0.00953789999766741,1008
PV,B4,2025-03-16,0.01044670000555925,1440
Load,B0,2025-03-17,0.008781199998338707,1
Load,B1,2025-03-17,0.010087800008477643,144
Load,B2,2025-03-17,0.009206300004734658,144
Load,B3,2025-03-17,0.010590400008368306,1008
Load,B4,2025-03-17,0.010719500001869164,1440
PV,B0,2025-03-17,0.008214999994379468,1
PV,B1,2025-03-17,0.009469399999943562,144
PV,B2,2025-03-17,0.009214200006681494,144
PV,B3,2025-03-17,0.009439899993594736,1008
PV,B4,2025-03-17,0.01113650000479538,1440
Load,B0,2025-03-18,0.008297099993797019,1
Load,B1,2025-03-18,0.009367100006784312,144
Load,B2,2025-03-18,0.009227300004567951,144
Load,B3,2025-03-18,0.0098230000003241,1008
Load,B4,2025-03-18,0.010886000003665686,1440
PV,B0,2025-03-18,0.010208699997747317,1
PV,B1,2025-03-18,0.00952069999766536,144
PV,B2,2025-03-18,0.010247400001389906,144
PV,B3,2025-03-18,0.01012599999376107,1008
PV,B4,2025-03-18,0.011057900002924725,1440
Load,B0,2025-03-19,0.01078100000449922,1
Load,B1,2025-03-19,0.009330200002295896,144
Load,B2,2025-03-19,0.010724799998570234,144
Load,B3,2025-03-19,0.009925799997290596,1008
Load,B4,2025-03-19,0.010981799990986474,1584
PV,B0,2025-03-19,0.008777299997746013,1
PV,B1,2025-03-19,0.010308500000974163,144
PV,B2,2025-03-19,0.009160600005998276,144
PV,B3,2025-03-19,0.01101270000799559,1008
PV,B4,2025-03-19,0.012690800009295344,1584
Load,B0,2025-03-20,0.0082747999986168,1
Load,B1,2025-03-20,0.010536900008446537,144
Load,B2,2025-03-20,0.009219899991876446,144
Load,B3,2025-03-20,0.009778199993888848,1008
Load,B4,2025-03-20,0.01155049999943003,1584
PV,B0,2025-03-20,0.008510400002705865,1
PV,B1,2025-03-20,0.010353199992096052,144
PV,B2,2025-03-20,0.009518899998511188,144
PV,B3,2025-03-20,0.01006230000348296,1008
PV,B4,2025-03-20,0.010706800007028505,1584
Load,B0,2025-03-21,0.008503599994583055,1
Load,B1,2025-03-21,0.010315000006812625,144
Load,B2,2025-03-21,0.010595900006592274,144
Load,B3,2025-03-21,0.011462900001788512,1008
Load,B4,2025-03-21,0.01146399999561254,1584
PV,B0,2025-03-21,0.0084843000076944,1
PV,B1,2025-03-21,0.00974960000894498,144
PV,B2,2025-03-21,0.00960970000596717,144
PV,B3,2025-03-21,0.009838199999649078,1008
PV,B4,2025-03-21,0.010873500010347925,1584
Load,B0,2025-03-22,0.009539599996060133,1
Load,B1,2025-03-22,0.011161400005221367,144
Load,B2,2025-03-22,0.009392799998749979,144
Load,B3,2025-03-22,0.009878599987132475,1008
Load,B4,2025-03-22,0.010952500000712462,1584
PV,B0,2025-03-22,0.008576699998229742,1
PV,B1,2025-03-22,0.009360399999422953,144
PV,B2,2025-03-22,0.011529700001119636,144
PV,B3,2025-03-22,0.009971000006771646,1008
PV,B4,2025-03-22,0.011435300009907223,1584
Load,B0,2025-03-23,0.008816599991405383,1
Load,B1,2025-03-23,0.009524099994450808,144
Load,B2,2025-03-23,0.00991329998942092,144
Load,B3,2025-03-23,0.01024679999682121,1008
Load,B4,2025-03-23,0.011675300003844313,1584
PV,B0,2025-03-23,0.00877549999859184,1
PV,B1,2025-03-23,0.01010610000230372,144
PV,B2,2025-03-23,0.010224300000118092,144
PV,B3,2025-03-23,0.012405800007400103,1008
PV,B4,2025-03-23,0.011072399996919557,1584
Load,B0,2025-03-24,0.00955190000240691,1
Load,B1,2025-03-24,0.010579100009636022,144
Load,B2,2025-03-24,0.010370599993621,144
Load,B3,2025-03-24,0.010821299991221167,1008
Load,B4,2025-03-24,0.011989699996775016,1584
PV,B0,2025-03-24,0.009849200010648929,1
PV,B1,2025-03-24,0.013607600005343556,144
PV,B2,2025-03-24,0.011130400002002716,144
PV,B3,2025-03-24,0.013384700010647066,1008
PV,B4,2025-03-24,0.01255220000166446,1584
Load,B0,2025-03-25,0.00982809999550227,1
Load,B1,2025-03-25,0.010292200007825159,144
Load,B2,2025-03-25,0.01043430001300294,144
Load,B3,2025-03-25,0.011956899994402193,1008
Load,B4,2025-03-25,0.012412399999448098,1584
PV,B0,2025-03-25,0.009262699997634627,1
PV,B1,2025-03-25,0.011112499996670522,144
PV,B2,2025-03-25,0.01126759999897331,144
PV,B3,2025-03-25,0.010195900002145208,1008
PV,B4,2025-03-25,0.01227219999418594,1584
Load,B0,2025-03-26,0.011348200001521036,1
Load,B1,2025-03-26,0.012631799996597692,144
Load,B2,2025-03-26,0.010437900011311285,144
Load,B3,2025-03-26,0.011480600005597807,1008
Load,B4,2025-03-26,0.012422999992850237,1728
PV,B0,2025-03-26,0.009634299989556894,1
PV,B1,2025-03-26,0.010426699998788536,144
PV,B2,2025-03-26,0.012318499997491017,144
PV,B3,2025-03-26,0.010319900000467896,1008
PV,B4,2025-03-26,0.012642200003028847,1728
Load,B0,2025-03-27,0.009261999992304482,1
Load,B1,2025-03-27,0.010285900003509596,144
Load,B2,2025-03-27,0.009807599999476224,144
Load,B3,2025-03-27,0.010210100008407608,1008
Load,B4,2025-03-27,0.010918400002992712,1728
PV,B0,2025-03-27,0.00963870000850875,1
PV,B1,2025-03-27,0.00993699999526143,144
PV,B2,2025-03-27,0.009703200004878454,144
PV,B3,2025-03-27,0.010884199989959598,1008
PV,B4,2025-03-27,0.011621700003161095,1728
Load,B0,2025-03-28,0.01225430000340566,1
Load,B1,2025-03-28,0.011080299998866394,144
Load,B2,2025-03-28,0.011847900008433498,144
Load,B3,2025-03-28,0.011848899986944161,1008
Load,B4,2025-03-28,0.013413199994829483,1728
PV,B0,2025-03-28,0.009377499998663552,1
PV,B1,2025-03-28,0.012261199997738004,144
PV,B2,2025-03-28,0.01062899999669753,144
PV,B3,2025-03-28,0.010022000002209097,1008
PV,B4,2025-03-28,0.011335499992128462,1728
Load,B0,2025-03-29,0.009114300002693199,1
Load,B1,2025-03-29,0.01000670000212267,144
Load,B2,2025-03-29,0.010177599993767217,144
Load,B3,2025-03-29,0.010251900006551296,1008
Load,B4,2025-03-29,0.01098160000401549,1728
PV,B0,2025-03-29,0.009498800005530939,1
PV,B1,2025-03-29,0.009940699994331226,144
PV,B2,2025-03-29,0.009881800011498854,144
PV,B3,2025-03-29,0.011245600006077439,1008
PV,B4,2025-03-29,0.010926499991910532,1728
Load,B0,2025-03-30,0.01011060000746511,1
Load,B1,2025-03-30,0.010252799998852424,144
Load,B2,2025-03-30,0.011241199987125583,144
Load,B3,2025-03-30,0.012735899988911115,1008
Load,B4,2025-03-30,0.01229659999080468,1728
PV,B0,2025-03-30,0.009577299992088228,1
PV,B1,2025-03-30,0.010427499990328215,144
PV,B2,2025-03-30,0.009932600005413406,144
PV,B3,2025-03-30,0.010371399999712594,1008
PV,B4,2025-03-30,0.011090700005297549,1728
Load,B0,2025-03-31,0.009193200006848201,1
Load,B1,2025-03-31,0.010057000006781891,144
Load,B2,2025-03-31,0.010056700004497543,144
Load,B3,2025-03-31,0.010308800003258511,1008
Load,B4,2025-03-31,0.011234100005822256,1728
PV,B0,2025-03-31,0.008980500002508052,1
PV,B1,2025-03-31,0.01037940000242088,144
PV,B2,2025-03-31,0.009898800009978004,144
PV,B3,2025-03-31,0.010957000005873851,1008
PV,B4,2025-03-31,0.01132829999551177,1728
Load,B0,2025-04-01,0.010014600004069507,1
Load,B1,2025-04-01,0.010297500004526228,144
Load,B2,2025-04-01,0.010238200004096143,144
Load,B3,2025-04-01,0.010468799999216571,1008
Load,B4,2025-04-01,0.012495799994212575,1728
PV,B0,2025-04-01,0.009448400000110269,1
PV,B1,2025-04-01,0.010873699997318909,144
PV,B2,2025-04-01,0.009919899996020831,144
PV,B3,2025-04-01,0.010263499993016012,1008
PV,B4,2025-04-01,0.011385099991457537,1728
Load,B0,2025-04-02,0.009357699993415736,1
Load,B1,2025-04-02,0.010412699994049035,144
Load,B2,2025-04-02,0.011080399999627843,144
Load,B3,2025-04-02,0.01116530000581406,1008
Load,B4,2025-04-02,0.013020600003073923,1872
PV,B0,2025-04-02,0.010043299989774823,1
PV,B1,2025-04-02,0.010446100000990555,144
PV,B2,2025-04-02,0.010925299997325055,144
PV,B3,2025-04-02,0.010663399996701628,1008
PV,B4,2025-04-02,0.01142979999713134,1872
Load,B0,2025-04-03,0.00904140000056941,1
Load,B1,2025-04-03,0.012218499992741272,144
Load,B2,2025-04-03,0.009922099998220801,144
Load,B3,2025-04-03,0.011400400006095879,1008
Load,B4,2025-04-03,0.011706999997841194,1872
PV,B0,2025-04-03,0.01005339999392163,1
PV,B1,2025-04-03,0.010063499998068437,144
PV,B2,2025-04-03,0.009928700004820712,144
PV,B3,2025-04-03,0.011113999993540347,1008
PV,B4,2025-04-03,0.011375000001862645,1872
Load,B0,2025-04-04,0.010775100003229454,1
Load,B1,2025-04-04,0.011166399999638088,144
Load,B2,2025-04-04,0.009991899991291575,144
Load,B3,2025-04-04,0.010510799998883158,1008
Load,B4,2025-04-04,0.01137860000017099,1872
PV,B0,2025-04-04,0.010002800001529977,1
PV,B1,2025-04-04,0.011090699990745634,144
PV,B2,2025-04-04,0.010168099994189106,144
PV,B3,2025-04-04,0.010862700000870973,1008
PV,B4,2025-04-04,0.011525800000526942,1872
Load,B0,2025-04-05,0.009611200002836995,1
Load,B1,2025-04-05,0.011344800004735589,144
Load,B2,2025-04-05,0.012034700004733168,144
Load,B3,2025-04-05,0.011888000008184463,1008
Load,B4,2025-04-05,0.01301140000578016,1872
PV,B0,2025-04-05,0.010204599995631725,1
PV,B1,2025-04-05,0.011118499998701736,144
PV,B2,2025-04-05,0.010341600005631335,144
PV,B3,2025-04-05,0.010470299996086396,1008
PV,B4,2025-04-05,0.012423799998941831,1872
Load,B0,2025-04-06,0.009675199995399453,1
Load,B1,2025-04-06,0.010275499997078441,144
Load,B2,2025-04-06,0.010566199998720549,144
Load,B3,2025-04-06,0.010428900000988506,1008
Load,B4,2025-04-06,0.011409500002628192,1872
PV,B0,2025-04-06,0.00940150000678841,1
PV,B1,2025-04-06,0.010081200001877733,144
PV,B2,2025-04-06,0.009916700000758283,144
PV,B3,2025-04-06,0.010786600003484637,1008
PV,B4,2025-04-06,0.011683399992762133,1872
Load,B0,2025-04-07,0.00947720000112895,1
Load,B1,2025-04-07,0.010416899996926077,144
Load,B2,2025-04-07,0.010149499998078682,144
Load,B3,2025-04-07,0.010333600002923049,1008
Load,B4,2025-04-07,0.01152110000839457,1872
PV,B0,2025-04-07,0.009621200006222352,1
PV,B1,2025-04-07,0.010610699988319539,144
PV,B2,2025-04-07,0.010134500000276603,144
PV,B3,2025-04-07,0.010701800012611784,1008
PV,B4,2025-04-07,0.011492999998154119,1872
Load,B0,2025-04-08,0.009761900000739843,1
Load,B1,2025-04-08,0.010573400009889156,144
Load,B2,2025-04-08,0.009825900007854216,144
Load,B3,2025-04-08,0.011125100005301647,1008
Load,B4,2025-04-08,0.011562200001208112,1872
PV,B0,2025-04-08,0.011029599991161376,1
PV,B1,2025-04-08,0.010849600002984516,144
PV,B2,2025-04-08,0.01008160000492353,144
PV,B3,2025-04-08,0.01072970000677742,1008
PV,B4,2025-04-08,0.011668199993437156,1872
Load,B0,2025-04-09,0.010121200000867248,1
Load,B1,2025-04-09,0.011561200008145534,144
Load,B2,2025-04-09,0.010252899999613874,144
Load,B3,2025-04-09,0.011100299991085194,1008
Load,B4,2025-04-09,0.011999199996353127,2016
PV,B0,2025-04-09,0.010730699999839999,1
PV,B1,2025-04-09,0.0106594000098994,144
PV,B2,2025-04-09,0.010947199989459477,144
PV,B3,2025-04-09,0.01158749999012798,1008
PV,B4,2025-04-09,0.01279429999704007,2016
Load,B0,2025-04-10,0.010063900001114234,1
Load,B1,2025-04-10,0.01126460000523366,144
Load,B2,2025-04-10,0.01273580000270158,144
Load,B3,2025-04-10,0.012409399991156533,1008
Load,B4,2025-04-10,0.01269230000616517,2016
PV,B0,2025-04-10,0.010606600000755861,1
PV,B1,2025-04-10,0.011017700002412312,144
PV,B2,2025-04-10,0.011469300006865524,144
PV,B3,2025-04-10,0.012230399996042252,1008
PV,B4,2025-04-10,0.012375399994198233,2016
Load,B0,2025-04-11,0.010344399997848086,1
Load,B1,2025-04-11,0.010713900002883747,144
Load,B2,2025-04-11,0.011355399998137727,144
Load,B3,2025-04-11,0.011452499995357357,1008
Load,B4,2025-04-11,0.014540399992256425,2016
PV,B0,2025-04-11,0.00995849999890197,1
PV,B1,2025-04-11,0.01122840000607539,144
PV,B2,2025-04-11,0.010605100003886037,144
PV,B3,2025-04-11,0.01079349999781698,1008
PV,B4,2025-04-11,0.012432799994712695,2016
Load,B0,2025-04-12,0.010985499990056269,1
Load,B1,2025-04-12,0.011124900003778748,144
Load,B2,2025-04-12,0.010510199994314462,144
Load,B3,2025-04-12,0.012622299997019581,1008
Load,B4,2025-04-12,0.01286259999324102,2016
PV,B0,2025-04-12,0.012079799998900853,1
PV,B1,2025-04-12,0.010831799998413771,144
PV,B2,2025-04-12,0.010281800001394004,144
PV,B3,2025-04-12,0.011940500000491738,1008
PV,B4,2025-04-12,0.013655799994012341,2016
Load,B0,2025-04-13,0.010161099999095313,1
Load,B1,2025-04-13,0.010976999998092651,144
Load,B2,2025-04-13,0.010419300000648946,144
Load,B3,2025-04-13,0.011987100006081164,1008
Load,B4,2025-04-13,0.013543399996706285,2016
PV,B0,2025-04-13,0.010826600002474152,1
PV,B1,2025-04-13,0.01218689999950584,144
PV,B2,2025-04-13,0.010455099996761419,144
